,naics_code,fiscal_year,base_and_all_options_value
6225, MASONRY CONTRACTORS,2015.0,32817515.009999994
6226, CREDIT BUREAUS,2016.0,32847718.88
6227, SUPPORT ACTIVITIES FOR ANIMAL PRODUCTION,2011.0,32850595.360000003
6228, FURNITURE MERCHANT WHOLESALERS,2015.0,32907312.78999999
6229, CHARTER BUS INDUSTRY,2012.0,33024983.989999965
6230, OTHER COMMERCIAL AND SERVICE INDUSTRY MACHINERY MANUFACTURING,2010.0,33099512.400000267
6231, COOKIE AND CRACKER MANUFACTURING,2012.0,33100496.979999993
6232, GEOPHYSICAL SURVEYING AND MAPPING SERVICES,2011.0,33102249.589999996
6233, RESIDENTIAL MENTAL HEALTH AND SUBSTANCE ABUSE FACILITIES,2016.0,33154630.799999993
6234, AIR TRAFFIC CONTROL,2016.0,33194878.660000004
6235, GUIDED MISSILE AND SPACE VEHICLE PROPULSION UNIT AND PROPULSION UNIT PARTS MANUFACTURING,2016.0,33225363.330000006
6236, OTHER WAREHOUSING AND STORAGE,2016.0,33330755.47
6237, OTHER GENERAL GOVERNMENT SUPPORT,2016.0,33520189.7
6238, SPECIALTY CANNING,2013.0,33563036.36
6239, OTHER WAREHOUSING AND STORAGE,2015.0,33588273.400000006
6240, ROASTED NUTS AND PEANUT BUTTER MANUFACTURING,2015.0,33620780.08
6241, TOTALIZING FLUID METER AND COUNTING DEVICE MANUFACTURING,2011.0,33634158.00999999
6242, SEWAGE TREATMENT FACILITIES,2016.0,33655015.640000015
6243, TESTING LABORATORIES,2014.0,33668330.38999998
6244, SPORTING AND ATHLETIC GOODS MANUFACTURING,2013.0,33695298.57999998
6245, OTHER ORDNANCE AND ACCESSORIES MANUFACTURING,2016.0,33783831.099999994
6246, OTHER GENERAL GOVERNMENT SUPPORT,2015.0,33826270.580000006
6247, SOYBEAN PROCESSING,2010.0,33845140.13
6248, PRINTING INK MANUFACTURING,2013.0,33861415.119999975
6249, LOGGING,2010.0,33922762.84
6250, AIR PURIFICATION EQUIPMENT MANUFACTURING,2011.0,33927823.07999997
6251," COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",2010.0,33942025.38
6252, IRRADIATION APPARATUS MANUFACTURING,2010.0,33963460.690000005
6253, OTHER BUILDING EQUIPMENT CONTRACTORS,2010.0,34037954.97000001
6254, ELECTRICAL CONTRACTORS AND OTHER WIRING INSTALLATION CONTRACTORS,2014.0,34069421.27
6255," COMMERCIAL AIR, RAIL, AND WATER TRANSPORTATION EQUIPMENT RENTAL AND LEASING",2015.0,34119891.769999996
6256, COMMERCIAL PRINTING (EXCEPT SCREEN AND BOOKS),2013.0,34141820.40000001
6257," BROOM, BRUSH, AND MOP MANUFACTURING",2011.0,34187323.98000012
6258, AUTOMOTIVE PARTS AND ACCESSORIES STORES,2011.0,34197726.55999995
6259, OPHTHALMIC GOODS MANUFACTURING,2011.0,34234183.110000014
6260, PACKING AND CRATING,2013.0,34234216.870000005
6261, OTHER MISCELLANEOUS NONDURABLE GOODS MERCHANT WHOLESALERS,2012.0,34383141.960000016
6262, SOLID WASTE COLLECTION,2010.0,34390416.80999998
6263, GASOLINE ENGINE AND ENGINE PARTS MANUFACTURING,2011.0,34544141.37000003
6264, DRYCLEANING AND LAUNDRY SERVICES (EXCEPT COIN-OPERATED),2013.0,34577706.140000015
6265, RESIDENTIAL MENTAL HEALTH AND SUBSTANCE ABUSE FACILITIES,2012.0,34592083.46
6266, OTHER FUEL DEALERS,2011.0,34593713.31000003
6267, SWITCHGEAR AND SWITCHBOARD APPARATUS MANUFACTURING,2015.0,34599060.02999999
6268, BUILDING INSPECTION SERVICES,2015.0,34628736.169999994
6269, AIR AND GAS COMPRESSOR MANUFACTURING,2016.0,34639946.66000001
6270, ALL OTHER ANIMAL PRODUCTION,2011.0,34656592.13999999
6271, PLATE WORK MANUFACTURING,2013.0,34701733.65999999
6272, KIDNEY DIALYSIS CENTERS,2011.0,34739520.34
6273, OTHER COMMERCIAL AND SERVICE INDUSTRY MACHINERY MANUFACTURING,2015.0,34767736.52000003
6274, DIAGNOSTIC IMAGING CENTERS,2016.0,34825110.54000001
6275, WOOD CONTAINER AND PALLET MANUFACTURING,2011.0,34892560.00000001
6276, WOOD OFFICE FURNITURE MANUFACTURING,2015.0,34919510.65
6277, OTHER APPAREL ACCESSORIES AND OTHER APPAREL MANUFACTURING,2014.0,34948768.98000002
6278, MOTOR AND GENERATOR MANUFACTURING,2015.0,34963730.51000003
6279, HUMAN RIGHTS ORGANIZATIONS,2012.0,34970526.09
6280, PRINTING INK MANUFACTURING,2015.0,34974096.309999995
6281, NAVIGATIONAL SERVICES TO SHIPPING,2011.0,35051107.45
6282, BUS AND OTHER MOTOR VEHICLE TRANSIT SYSTEMS,2012.0,35079270.14000001
6283, SPICE AND EXTRACT MANUFACTURING,2011.0,35098934.41999999
6284, SPACE RESEARCH AND TECHNOLOGY,2012.0,35109065.44
6285, OTHER GUIDED MISSILE AND SPACE VEHICLE PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,2015.0,35132618.260000005
6286," BOLT, NUT, SCREW, RIVET, AND WASHER MANUFACTURING",2013.0,35134709.12000002
6287, GASOLINE ENGINE AND ENGINE PARTS MANUFACTURING,2012.0,35157735.36000003
6288, MIXED MODE TRANSIT SYSTEMS,2015.0,35166631.900000006
6289, ABRASIVE PRODUCT MANUFACTURING,2011.0,35185785.36000001
6290, COFFEE AND TEA MANUFACTURING,2012.0,35204109.33
6291, WIRELESS TELECOMMUNICATIONS CARRIERS (EXCEPT SATELLITE),2010.0,35272396.44999999
6292, PHOTOGRAPHIC AND PHOTOCOPYING EQUIPMENT MANUFACTURING,2015.0,35273169.54
6293, WHOLESALE TRADE AGENTS AND BROKERS,2012.0,35406893.03999999
6294, PETROLEUM AND PETROLEUM PRODUCTS MERCHANT WHOLESALERS (EXCEPT BULK STATIONS AND TERMINALS),2010.0,35409674.23000003
6295, MEN'S AND BOYS' CUT AND SEW APPAREL CONTRACTORS,2013.0,35431792.73
6296, ROASTED NUTS AND PEANUT BUTTER MANUFACTURING,2013.0,35437644.50999999
6297, OTHER TELECOMMUNICATIONS,2011.0,35476220.35000001
6298, PASSENGER CAR RENTAL,2016.0,35517510.57999999
6299, APPRENTICESHIP TRAINING,2015.0,35532458.85999999
6300, READY-MIX CONCRETE MANUFACTURING,2011.0,35591309.36999999
6301, PRIMARY BATTERY MANUFACTURING,2012.0,35638631.21999998
6302, SPICE AND EXTRACT MANUFACTURING,2012.0,35711404.249999985
6303, OTHER BUILDING MATERIAL DEALERS,2012.0,35726305.08999997
6304, BOAT BUILDING,2015.0,35804154.929999985
6305, RESIDENTIAL REMODELERS,2016.0,35885249.72
6306, IRON AND STEEL FORGING,2012.0,35967155.42999997
6307, OUTPATIENT MENTAL HEALTH AND SUBSTANCE ABUSE CENTERS,2013.0,35978308.5
6308," AUTOMATIC ENVIRONMENTAL CONTROL MANUFACTURING FOR RESIDENTIAL, COMMERCIAL, AND APPLIANCE USE",2016.0,36013920.22000003
6309, SPECIAL NEEDS TRANSPORTATION,2016.0,36042743.87000001
6310, PROFESSIONAL ORGANIZATIONS,2015.0,36149965.319999985
6311, LIMOUSINE SERVICE,2015.0,36156054.24
6312, INSTRUMENT MANUFACTURING FOR MEASURING AND TESTING ELECTRICITY AND ELECTRICAL SIGNALS,2015.0,36174129.57999999
6313, OTHER INDIVIDUAL AND FAMILY SERVICES,2016.0,36201627.23
6314, OFFICES OF MENTAL HEALTH PRACTITIONERS (EXCEPT PHYSICIANS),2012.0,36220571.00000001
6315, ALL OTHER TRAVEL ARRANGEMENT AND RESERVATION SERVICES,2012.0,36293091.080000006
6316, PACKAGING AND LABELING SERVICES,2013.0,36303091.4
6317, ALL OTHER CUT AND SEW APPAREL MANUFACTURING,2013.0,36525771.150000006
6318, HYDROELECTRIC POWER GENERATION,2011.0,36597783.75000001
6319, MISCELLANEOUS FINANCIAL INVESTMENT ACTIVITIES,2013.0,36663581.640000015
6320, PETROLEUM BULK STATIONS AND TERMINALS,2011.0,36674285.110000014
6321, SERVICES FOR THE ELDERLY AND PERSONS WITH DISABILITIES,2011.0,36691188.330000006
6322, CUTTING TOOL AND MACHINE TOOL ACCESSORY MANUFACTURING,2011.0,36784871.209999986
6323, MECHANICAL POWER TRANSMISSION EQUIPMENT MANUFACTURING,2013.0,36788864.24999994
6324, LIMOUSINE SERVICE,2016.0,36796841.129999965
6325, COMMERCIAL PHOTOGRAPHY,2012.0,36884394.94000001
6326, ALL OTHER PLASTICS PRODUCT MANUFACTURING,2015.0,36891885.03999999
6327, TELECOMMUNICATIONS RESELLERS,2015.0,36958870.379999995
6328," INDUSTRIAL TRUCK, TRACTOR, TRAILER, AND STACKER MACHINERY MANUFACTURING",2015.0,36982501.24
6329," DRY, CONDENSED, AND EVAPORATED DAIRY PRODUCT MANUFACTURING",2014.0,37024140.59
6330, OTHER NONHAZARDOUS WASTE TREATMENT AND DISPOSAL,2011.0,37043082.04999998
6331, OFFICES OF DENTISTS,2013.0,37068345.04999998
6332, MEN'S AND BOYS' CUT AND SEW APPAREL CONTRACTORS,2016.0,37115037.81999999
6333, DEEP SEA PASSENGER TRANSPORTATION,2012.0,37131366.84
6334, OFFICE EQUIPMENT MERCHANT WHOLESALERS,2013.0,37205809.549999915
6335, OTHER METAL CONTAINER MANUFACTURING,2013.0,37223726.469999984
6336, PAINTING AND WALL COVERING CONTRACTORS,2013.0,37258424.809999995
6337, ALL OTHER MISCELLANEOUS WASTE MANAGEMENT SERVICES,2011.0,37280103.82000003
6338, COAL AND OTHER MINERAL AND ORE MERCHANT WHOLESALERS,2012.0,37510873.75
6339, COMMERCIAL AND INDUSTRIAL MACHINERY AND EQUIPMENT (EXCEPT AUTOMOTIVE AND ELECTRONIC) REPAIR AND MAINTENANCE,2014.0,37520447.44999998
6340, UNCOATED PAPER AND MULTIWALL BAG MANUFACTURING,2011.0,37534626.65000002
6341, COATED AND LAMINATED PACKAGING PAPER AND PLASTICS FILM MANUFACTURING,2012.0,37593892.139999986
6342, MOTOR VEHICLE TRANSMISSION AND POWER TRAIN PARTS MANUFACTURING,2016.0,37644417.19000002
6343, PLATE WORK MANUFACTURING,2012.0,37664549.8
6344, TEMPORARY SHELTERS,2011.0,37689230.34000002
6345, TEMPORARY SHELTERS,2015.0,37693362.94
6346, CONSTRUCTION SAND AND GRAVEL MINING,2012.0,37698281.53
6347, TRAVEL AGENCIES,2012.0,37708781.87
6348, OFFICES OF LAWYERS,2010.0,37738038.419999994
6349, ALL OTHER TELECOMMUNICATIONS,2014.0,37780877.64999997
6350, INVESTMENT BANKING AND SECURITIES DEALING,2010.0,37793350.12
6351, OTHER ACTIVITIES RELATED TO REAL ESTATE,2012.0,37812678.559999995
6352, PERISHABLE PREPARED FOOD MANUFACTURING,2011.0,37851872.589999996
6353, DOCUMENT PREPARATION SERVICES,2015.0,37913446.73000001
6354, OTHER COMMERCIAL PRINTING,2010.0,37934466.71000002
6355, ALL OTHER MISCELLANEOUS SCHOOLS AND INSTRUCTION,2013.0,37948676.08000001
6356, BOOK PUBLISHERS,2016.0,37952168.100000024
6357, PRINTING INK MANUFACTURING,2011.0,37996071.830000006
6358, OTHER MOTOR VEHICLE ELECTRICAL AND ELECTRONIC EQUIPMENT MANUFACTURING,2011.0,38021056.02
6359, ALL OTHER AUTOMOTIVE REPAIR AND MAINTENANCE,2011.0,38065569.82999998
6360, OTHER FABRICATED WIRE PRODUCT MANUFACTURING,2012.0,38071197.75000003
6361, DIRECT HEALTH AND MEDICAL INSURANCE CARRIERS,2010.0,38120349.82
6362, INDUSTRIAL MACHINERY AND EQUIPMENT MERCHANT WHOLESALERS,2013.0,38132276.34
6363, LANDSCAPING SERVICES,2014.0,38238274.17999998
6364, CONSUMER ELECTRONICS REPAIR AND MAINTENANCE,2012.0,38327638.15999998
6365, PHARMACIES AND DRUG STORES,2012.0,38362752.339999944
6366, SHIP BUILDING AND REPAIRING,2010.0,38383254.93999998
6367, TRANSPORTATION EQUIPMENT AND SUPPLIES (EXCEPT MOTOR VEHICLE) MERCHANT WHOLESALERS,2013.0,38400586.47
6368, CURRENT-CARRYING WIRING DEVICE MANUFACTURING,2013.0,38426741.210000016
6369, OTHER SUPPORT ACTIVITIES FOR WATER TRANSPORTATION,2011.0,38440195.30000002
6370, OFFICES OF REAL ESTATE APPRAISERS,2011.0,38450030.87
6371, PRINTED CIRCUIT ASSEMBLY (ELECTRONIC ASSEMBLY) MANUFACTURING,2016.0,38450792.11999999
6372, THIRD PARTY ADMINISTRATION OF INSURANCE AND PENSION FUNDS,2015.0,38468796.39999998
6373, OTHER MISCELLANEOUS DURABLE GOODS MERCHANT WHOLESALERS,2013.0,38516980.79999995
6374, THIRD PARTY ADMINISTRATION OF INSURANCE AND PENSION FUNDS,2012.0,38593444.18
6375, OTHER PERSONAL AND HOUSEHOLD GOODS REPAIR AND MAINTENANCE,2011.0,38754607.68999998
6376, OTHER FABRICATED WIRE PRODUCT MANUFACTURING,2011.0,38794991.07999999
6377, COMMERCIAL AND INDUSTRIAL MACHINERY AND EQUIPMENT (EXCEPT AUTOMOTIVE AND ELECTRONIC) REPAIR AND MAINTENANCE,2010.0,38850565.37
6378, MOTION PICTURE AND VIDEO PRODUCTION,2015.0,38977638.20000001
6379, ALL OTHER LEATHER GOOD MANUFACTURING,2012.0,39038589.81999999
6380, OTHER METAL VALVE AND PIPE FITTING MANUFACTURING,2016.0,39075304.90000004
6381, TRAVEL TRAILER AND CAMPER MANUFACTURING,2012.0,39087026.54
6382," PLASTICS, FOIL, AND COATED PAPER BAG MANUFACTURING",2011.0,39114362.08
6383, LESSORS OF NONRESIDENTIAL BUILDINGS (EXCEPT MINIWAREHOUSES),2016.0,39151720.59000001
6384," BOOK, PERIODICAL, AND NEWSPAPER MERCHANT WHOLESALERS",2012.0,39190459.29000002
6385," REGULATION AND ADMINISTRATION OF COMMUNICATIONS, ELECTRIC, GAS, AND OTHER UTILITIES",2015.0,39192865.629999995
6386, OTHER SERVICES RELATED TO ADVERTISING,2011.0,39212124.92999998
6387, OTHER NONHAZARDOUS WASTE TREATMENT AND DISPOSAL,2012.0,39236560.840000026
6388, ALL OTHER MISCELLANEOUS FABRICATED METAL PRODUCT MANUFACTURING,2015.0,39397932.04999999
6389, ELECTRONIC CONNECTOR MANUFACTURING,2016.0,39403208.55
6390, MOTION PICTURE AND VIDEO PRODUCTION,2013.0,39426489.02000002
6391, BLOOD AND ORGAN BANKS,2010.0,39488506.940000005
6392, TURBINE AND TURBINE GENERATOR SET UNITS MANUFACTURING,2013.0,39528040.26999998
6393," DRY, CONDENSED, AND EVAPORATED DAIRY PRODUCT MANUFACTURING",2013.0,39578334.24000002
6394, ALL OTHER PLASTICS PRODUCT MANUFACTURING,2013.0,39605228.41
6395," HAT, CAP, AND MILLINERY MANUFACTURING",2011.0,39607411.69999999
6396, INVESTMENT BANKING AND SECURITIES DEALING,2015.0,39616111.61000001
6397, ALL OTHER INSURANCE RELATED ACTIVITIES,2015.0,39635681.480000004
6398, AUTOMOBILE AND OTHER MOTOR VEHICLE MERCHANT WHOLESALERS,2013.0,39677483.01000002
6399, OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,2014.0,39692924.440000005
6400, DRIED AND DEHYDRATED FOOD MANUFACTURING,2011.0,39698942.49999999
6401," COMMERCIAL AIR, RAIL, AND WATER TRANSPORTATION EQUIPMENT RENTAL AND LEASING",2016.0,39699763.619999975
6402, COMPUTER TERMINAL MANUFACTURING,2011.0,39761299.02000002
6403, PROFESSIONAL ORGANIZATIONS,2013.0,39796561.96
6404, STEAM AND AIR-CONDITIONING SUPPLY,2013.0,39820839.63000002
6405, COMPUTER TRAINING,2010.0,39861012.02999997
6406, GENERAL AUTOMOTIVE REPAIR,2016.0,39903959.52000003
6407, GENERAL LINE GROCERY MERCHANT WHOLESALERS,2015.0,39955896.449999936
6408," LUMBER, PLYWOOD, MILLWORK, AND WOOD PANEL MERCHANT WHOLESALERS",2011.0,39963700.07000002
6409, TELECOMMUNICATIONS RESELLERS,2016.0,39966164.620000005
6410, SWITCHGEAR AND SWITCHBOARD APPARATUS MANUFACTURING,2016.0,40002868.800000004
6411, SUPPORT ACTIVITIES FOR ANIMAL PRODUCTION,2015.0,40006827.86000001
6412, SOFTWARE REPRODUCING,2012.0,40013458.36
6413," FINANCIAL TRANSACTIONS PROCESSING, RESERVE, AND CLEARINGHOUSE ACTIVITIES",2012.0,40138234.32
6414, MOTOR VEHICLE GASOLINE ENGINE AND ENGINE PARTS MANUFACTURING,2016.0,40179927.52999909
6415, PAINT AND COATING MANUFACTURING,2013.0,40312876.070000045
6416, LIQUEFIED PETROLEUM GAS (BOTTLED GAS) DEALERS,2012.0,40315077.94
6417, ALL OTHER BUSINESS SUPPORT SERVICES,2014.0,40318760.51
6418," SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",2010.0,40358186.21999998
6419, FABRICATED PIPE AND PIPE FITTING MANUFACTURING,2016.0,40379463.57000009
6420, PACKAGING AND LABELING SERVICES,2012.0,40464656.44
6421, OFFICE EQUIPMENT MERCHANT WHOLESALERS,2015.0,40491958.230000004
6422, AIR AND GAS COMPRESSOR MANUFACTURING,2012.0,40497095.54000001
6423, STEAM AND AIR-CONDITIONING SUPPLY,2015.0,40508635.26000001
6424, COMPUTER TRAINING,2014.0,40525769.88999999
6425, ALL OTHER MISCELLANEOUS CHEMICAL PRODUCT AND PREPARATION MANUFACTURING,2015.0,40559226.849999994
6426, ALL OTHER MISCELLANEOUS AMBULATORY HEALTH CARE SERVICES,2010.0,40565403.859999985
6427, GENERAL WAREHOUSING AND STORAGE,2014.0,40568465.74999999
6428, MECHANICAL POWER TRANSMISSION EQUIPMENT MANUFACTURING,2016.0,40572103.20000009
6429, OTHER SUPPORT ACTIVITIES FOR AIR TRANSPORTATION,2014.0,40576656.72999998
6430, ALL OTHER INSURANCE RELATED ACTIVITIES,2013.0,40660111.02000001
6431, HARDWARE MANUFACTURING,2015.0,40696332.400000036
6432, SOYBEAN PROCESSING,2011.0,40775713.56999999
6433, VOCATIONAL REHABILITATION SERVICES,2014.0,40806298.81
6434," COMMERCIAL AIR, RAIL, AND WATER TRANSPORTATION EQUIPMENT RENTAL AND LEASING",2012.0,40847041.24999999
6435, MANUFACTURED HOME (MOBILE HOME) MANUFACTURING,2012.0,40872878.72999999
6436, PREFABRICATED METAL BUILDING AND COMPONENT MANUFACTURING,2015.0,40878716.20999999
6437, PETROLEUM LUBRICATING OIL AND GREASE MANUFACTURING,2012.0,40902670.79999998
6438, CONSTRUCTION SAND AND GRAVEL MINING,2011.0,40985867.79999997
6439, PASSENGER CAR LEASING,2016.0,41019320.24999997
6440, CORRUGATED AND SOLID FIBER BOX MANUFACTURING,2011.0,41030243.01999995
6441, INTERNET SERVICE PROVIDERS,2011.0,41063966.00999999
6442, SPECIAL NEEDS TRANSPORTATION,2010.0,41065478.540000014
6443," PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS",2014.0,41110049.449999996
6444, MORTGAGE AND NONMORTGAGE LOAN BROKERS,2013.0,41113651.839999996
6445, OTHER CHEMICAL AND ALLIED PRODUCTS MERCHANT WHOLESALERS,2011.0,41128370.88
6446, DENTAL EQUIPMENT AND SUPPLIES MANUFACTURING,2016.0,41197545.21000001
6447, PLASTICS BAG MANUFACTURING,2012.0,41211343.019999966
6448, TEMPORARY SHELTERS,2013.0,41238431.14
6449, PORTFOLIO MANAGEMENT,2015.0,41245243.46
6450, HOTELS (EXCEPT CASINO HOTELS) AND MOTELS,2014.0,41281641.54999999
6451, SITE PREPARATION CONTRACTORS,2010.0,41290480.129999995
6452, OTHER COMMERCIAL EQUIPMENT MERCHANT WHOLESALERS,2011.0,41457146.86000002
6453, INDUSTRIAL BUILDING CONSTRUCTION,2014.0,41493120.400000006
6454, HARDWARE MERCHANT WHOLESALERS,2013.0,41509072.560000055
6455, KIDNEY DIALYSIS CENTERS,2016.0,41511452.43000002
6456, AMBULANCE SERVICES,2016.0,41547640.44
6457, INSTITUTIONAL FURNITURE MANUFACTURING,2016.0,41578115.64999993
6458," HUMAN RESOURCES CONSULTING SERVICES (2007), HUMAN RESOURCES AND EXECUTIVE SEARCH CONSULTING SERVICES (2002)",2010.0,41649701.529999994
6459, OFFICE SUPPLIES AND STATIONERY STORES,2010.0,41676493.57000035
6460," SHOWCASE, PARTITION, SHELVING, AND LOCKER MANUFACTURING",2013.0,41858227.06000001
6461, GRAPHIC DESIGN SERVICES,2011.0,41944954.74000001
6462, OTHER LIGHTING EQUIPMENT MANUFACTURING,2012.0,41951370.51999999
6463, BIOLOGICAL PRODUCT (EXCEPT DIAGNOSTIC) MANUFACTURING,2016.0,41962949.76000003
6464, CORRUGATED AND SOLID FIBER BOX MANUFACTURING,2012.0,41978034.72000007
6465, INTERNATIONAL AFFAIRS,2013.0,41979047.129999995
6466, DRIED AND DEHYDRATED FOOD MANUFACTURING,2015.0,42080821.410000004
6467, MASONRY CONTRACTORS,2011.0,42133829.4
6468, OTHER ELECTRIC POWER GENERATION,2013.0,42189091.220000006
6469, OTHER COMMERCIAL AND INDUSTRIAL MACHINERY AND EQUIPMENT RENTAL AND LEASING,2013.0,42286779.37999999
6470, COMMERCIAL PHOTOGRAPHY,2011.0,42397947.24
6471, HOME HEALTH EQUIPMENT RENTAL,2016.0,42439665.539999984
6472," OFFICES OF PHYSICAL, OCCUPATIONAL AND SPEECH THERAPISTS, AND AUDIOLOGISTS",2011.0,42463253.58000001
6473, RESIDENTIAL REMODELERS,2013.0,42478296.45999997
6474," ALUMINUM SHEET, PLATE, AND FOIL MANUFACTURING",2011.0,42495497.82999997
6475, TELEPHONE APPARATUS MANUFACTURING,2010.0,42507753.140000015
6476, SEAFOOD PRODUCT PREPARATION AND PACKAGING,2014.0,42520792.29
6477, SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING,2016.0,42646479.64999999
6478, MISCELLANEOUS FINANCIAL INVESTMENT ACTIVITIES,2015.0,42750110.91
6479, MASONRY CONTRACTORS,2012.0,42784546.860000014
6480, OTHER SUPPORT ACTIVITIES FOR ROAD TRANSPORTATION,2012.0,42840910.10000001
6481, EXTERMINATING AND PEST CONTROL SERVICES,2012.0,42920659.82000001
6482, LANGUAGE SCHOOLS,2015.0,42942488.62999998
6483, SURVEYING AND MAPPING (EXCEPT GEOPHYSICAL) SERVICES,2014.0,43119745.94999997
6484, DRY PASTA MANUFACTURING,2011.0,43199872.23000003
6485, CORRECTIONAL INSTITUTIONS,2011.0,43265170.75
6486, WOOD CONTAINER AND PALLET MANUFACTURING,2012.0,43273594.73
6487, IRON AND STEEL MILLS,2011.0,43294662.380000025
6488, INDUSTRIAL SUPPLIES MERCHANT WHOLESALERS,2012.0,43500401.80999995
6489, GROUND OR TREATED MINERAL AND EARTH MANUFACTURING,2016.0,43513109.410000004
6490," HOUSEHOLD APPLIANCES, ELECTRIC HOUSEWARES, AND CONSUMER ELECTRONICS MERCHANT WHOLESALERS",2011.0,43547654.89999998
6491, ADHESIVE MANUFACTURING,2011.0,43550766.03999977
6492, PORT AND HARBOR OPERATIONS,2012.0,43589056.57999998
6493, CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,2013.0,43617195.35000002
6494, SEAFOOD CANNING,2012.0,43617646.22
6495, SERVICES FOR THE ELDERLY AND PERSONS WITH DISABILITIES,2012.0,43644964.979999974
6496, ALL OTHER TRAVEL ARRANGEMENT AND RESERVATION SERVICES,2013.0,43767163.13999999
6497, OTHER COMMERCIAL AND SERVICE INDUSTRY MACHINERY MANUFACTURING,2013.0,43773936.34000002
6498, PAINTING AND WALL COVERING CONTRACTORS,2016.0,43828986.859999985
6499, HOME HEALTH CARE SERVICES,2016.0,43860502.28000002
6500, INTERNATIONAL AFFAIRS,2010.0,43876597.20999999
6501, MOTOR VEHICLE TRANSMISSION AND POWER TRAIN PARTS MANUFACTURING,2011.0,43892723.04000002
6502, OTHER LIGHTING EQUIPMENT MANUFACTURING,2011.0,43898406.64000001
6503, CARPET AND RUG MILLS,2012.0,43931867.780000016
6504, ADHESIVE MANUFACTURING,2012.0,43939294.94999957
6505, PHOTOGRAPHIC AND PHOTOCOPYING EQUIPMENT MANUFACTURING,2016.0,43977031.24000002
6506, PUBLIC RELATIONS AGENCIES,2016.0,44025153.599999994
6507, CURRENT-CARRYING WIRING DEVICE MANUFACTURING,2016.0,44036525.82999998
6508, BUILDING INSPECTION SERVICES,2016.0,44073792.68999999
6509, BUS AND OTHER MOTOR VEHICLE TRANSIT SYSTEMS,2011.0,44159980.77000003
6510, AUTOMOBILE AND OTHER MOTOR VEHICLE MERCHANT WHOLESALERS,2015.0,44160737.829999976
6511, COURT REPORTING AND STENOTYPE SERVICES,2015.0,44207577.66999998
6512, CUTTING TOOL AND MACHINE TOOL ACCESSORY MANUFACTURING,2016.0,44275034.61000001
6513," DRY, CONDENSED, AND EVAPORATED DAIRY PRODUCT MANUFACTURING",2011.0,44275769.02
6514, LABORATORY APPARATUS AND FURNITURE MANUFACTURING,2010.0,44368280.91999999
6515, OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,2012.0,44481501.77999998
6516, ALL OTHER MISCELLANEOUS TEXTILE PRODUCT MILLS,2013.0,44526512.77999999
6517, ALL OTHER MISCELLANEOUS CROP FARMING,2012.0,44593537.72000001
6518, MANUFACTURED HOME (MOBILE HOME) MANUFACTURING,2011.0,44725965.92000001
6519, PROFESSIONAL EMPLOYER ORGANIZATIONS (FORMERLY EMPLOYEE LEASING SERVICES),2012.0,45013617.76
6520, LABORATORY APPARATUS AND FURNITURE MANUFACTURING,2016.0,45014938.03
6521, PACKAGING AND LABELING SERVICES,2015.0,45028509.84999998
6522, PLASTICS BAG MANUFACTURING,2011.0,45061208.38000002
6523, PERIODICAL PUBLISHERS,2010.0,45081786.31
6524, DIRECT MAIL ADVERTISING,2013.0,45129742.739999995
6525, FOOD SERVICE CONTRACTORS,2014.0,45188268.20000001
6526," OFFICES OF PHYSICAL, OCCUPATIONAL AND SPEECH THERAPISTS, AND AUDIOLOGISTS",2012.0,45204726.24
6527, ROASTED NUTS AND PEANUT BUTTER MANUFACTURING,2011.0,45253088.52000001
6528, DRIED AND DEHYDRATED FOOD MANUFACTURING,2013.0,45432197.699999996
6529, PASSENGER CAR RENTAL,2011.0,45509835.110000074
6530," CONSTRUCTION, MINING, AND FORESTRY MACHINERY AND EQUIPMENT RENTAL AND LEASING",2016.0,45538826.5
6531, HOUSEHOLD FURNITURE (EXCEPT WOOD AND METAL) MANUFACTURING,2013.0,45617820.73999999
6532, BALL AND ROLLER BEARING MANUFACTURING,2013.0,45691712.22999995
6533, FOOTWEAR MANUFACTURING,2016.0,45752076.11000005
6534, MOTOR VEHICLE BODY MANUFACTURING,2016.0,45785903.11999903
6535, DENTAL LABORATORIES,2010.0,45825096.16
6536, BREAKFAST CEREAL MANUFACTURING,2011.0,45826384.650000006
6537, ALL OTHER SPECIALTY TRADE CONTRACTORS,2014.0,45832436.40999999
6538, MACHINE SHOPS,2016.0,45872861.35000028
6539, AIRCRAFT MANUFACTURING,2014.0,45881728.55
6540, RESIDENTIAL MENTAL HEALTH AND SUBSTANCE ABUSE FACILITIES,2011.0,46005839.42999997
6541, EXTERMINATING AND PEST CONTROL SERVICES,2011.0,46156342.04999997
6542, OTHER BUILDING EQUIPMENT CONTRACTORS,2016.0,46165474.37
6543, PREFABRICATED WOOD BUILDING MANUFACTURING,2011.0,46223147.44999998
6544, DIAGNOSTIC IMAGING CENTERS,2010.0,46232178.999999985
