,naics_code,fiscal_year,base_and_all_options_value
6065, BLANK MAGNETIC AND OPTICAL RECORDING MEDIA MANUFACTURING,2012.0,31880476.920000095
6066, OFFICES OF OPTOMETRISTS,2011.0,31896379.400000002
6067, FRESH AND FROZEN SEAFOOD PROCESSING,2011.0,31901372.939999998
6068, OTHER PERSONAL AND HOUSEHOLD GOODS REPAIR AND MAINTENANCE,2012.0,31913207.870000023
6069," OTHER FOUNDATION, STRUCTURE, AND BUILDING EXTERIOR CONTRACTORS",2013.0,31913586.260000005
6070, INSTITUTIONAL FURNITURE MANUFACTURING,2013.0,31938476.539999973
6071, MARINE CARGO HANDLING,2016.0,31971928.66999998
6072," GASKET, PACKING, AND SEALING DEVICE MANUFACTURING",2013.0,32021723.320000004
6073, OTHER MEASURING AND CONTROLLING DEVICE MANUFACTURING,2014.0,32029067.769999996
6074, PRINTING MACHINERY AND EQUIPMENT MANUFACTURING,2016.0,32049543.669999998
6075, USED HOUSEHOLD AND OFFICE GOODS MOVING,2014.0,32059061.319999993
6076, MARKETING RESEARCH AND PUBLIC OPINION POLLING,2010.0,32060257.799999997
6077," ROPE, CORDAGE, AND TWINE MILLS",2012.0,32102544.589999974
6078, WHOLESALE TRADE AGENTS AND BROKERS,2016.0,32112395.330000006
6079, FABRICATED STRUCTURAL METAL MANUFACTURING,2013.0,32129530.350000005
6080, REMEDIATION SERVICES,2014.0,32172391.640000004
6081, HAND AND EDGE TOOL MANUFACTURING,2013.0,32172925.680000007
6082, NAVIGATIONAL SERVICES TO SHIPPING,2016.0,32232128.880000018
6083, ADMINISTRATION OF EDUCATION PROGRAMS,2012.0,32291058.899999995
6084, ALL OTHER CUT AND SEW APPAREL MANUFACTURING,2015.0,32347910.75000002
6085, NONFERROUS FORGING,2011.0,32374291.050000016
6086, SPORTING AND ATHLETIC GOODS MANUFACTURING,2016.0,32387248.410000023
6087, GEOPHYSICAL SURVEYING AND MAPPING SERVICES,2016.0,32387250.979999997
6088, LESSORS OF OTHER REAL ESTATE PROPERTY,2012.0,32439786.619999994
6089, MOTOR VEHICLE BODY MANUFACTURING,2010.0,32446212.359999996
6090, OTHER SERVICES TO BUILDINGS AND DWELLINGS,2016.0,32499193.529999986
6091, CORRECTIONAL INSTITUTIONS,2012.0,32508503.65999999
6092," SOIL PREPARATION, PLANTING, AND CULTIVATING",2013.0,32528465.13
6093, HUMAN RIGHTS ORGANIZATIONS,2011.0,32554445.0
6094, HMO MEDICAL CENTERS,2011.0,32591111.810000006
6095, EDUCATIONAL SUPPORT SERVICES,2014.0,32685989.430000007
6096, RELIGIOUS ORGANIZATIONS,2012.0,32764531.280000005
6097, COMPUTER TERMINAL AND OTHER COMPUTER PERIPHERAL EQUIPMENT MANUFACTURING,2013.0,32777079.10999997
6098, PIPELINE TRANSPORTATION OF NATURAL GAS,2012.0,32786962.460000005
6099, OTHER SERVICES RELATED TO ADVERTISING,2012.0,32810362.27000001
6100, CREDIT BUREAUS,2016.0,32847718.88
6101, FABRIC COATING MILLS,2012.0,32848535.639999878
6102," GENERAL FREIGHT TRUCKING, LONG-DISTANCE, LESS THAN TRUCKLOAD",2011.0,32888487.620000012
6103, COMMERCIAL PHOTOGRAPHY,2013.0,32894800.729999997
6104, MASONRY CONTRACTORS,2015.0,32941030.009999994
6105, VOCATIONAL REHABILITATION SERVICES,2010.0,33055314.720000003
6106, OTHER COMMERCIAL AND SERVICE INDUSTRY MACHINERY MANUFACTURING,2010.0,33099512.400000267
6107, COOKIE AND CRACKER MANUFACTURING,2012.0,33100496.979999993
6108, ELECTRONIC RESISTOR MANUFACTURING,2011.0,33108366.879999984
6109, ,2016.0,33208391.47000001
6110, HEATING EQUIPMENT (EXCEPT WARM AIR FURNACES) MANUFACTURING,2012.0,33209613.800000004
6111, IN-VITRO DIAGNOSTIC SUBSTANCE MANUFACTURING,2010.0,33387934.310000036
6112, SUPPORT ACTIVITIES FOR ANIMAL PRODUCTION,2011.0,33465891.360000003
6113, OTHER METALWORKING MACHINERY MANUFACTURING,2012.0,33533795.32
6114, SPECIALTY CANNING,2013.0,33563036.36
6115, OTHER ACTIVITIES RELATED TO REAL ESTATE,2015.0,33606342.739999995
6116, ROASTED NUTS AND PEANUT BUTTER MANUFACTURING,2015.0,33620780.08
6117, BARE PRINTED CIRCUIT BOARD MANUFACTURING,2013.0,33621799.60000002
6118, MACHINE TOOL (METAL FORMING TYPES) MANUFACTURING,2011.0,33709206.18999999
6119, SPORTING AND ATHLETIC GOODS MANUFACTURING,2013.0,33773659.09999998
6120, OTHER ORDNANCE AND ACCESSORIES MANUFACTURING,2016.0,33783831.099999994
6121, AIR TRAFFIC CONTROL,2016.0,33796586.74
6122, SOYBEAN PROCESSING,2010.0,33847782.63
6123," CARBURETOR, PISTON, PISTON RING, AND VALVE MANUFACTURING",2011.0,33861257.52999999
6124, IRRADIATION APPARATUS MANUFACTURING,2010.0,33963460.690000005
6125, PREFABRICATED METAL BUILDING AND COMPONENT MANUFACTURING,2016.0,34118760.95999999
6126, LOGGING,2010.0,34122566.84
6127, OTHER BUILDING EQUIPMENT CONTRACTORS,2010.0,34163161.47000001
6128," BROOM, BRUSH, AND MOP MANUFACTURING",2011.0,34187323.98000012
6129, GLOVE AND MITTEN MANUFACTURING,2011.0,34188438.14999998
6130, LAWN AND GARDEN TRACTOR AND HOME LAWN AND GARDEN EQUIPMENT MANUFACTURING,2012.0,34254557.150000095
6131, ALL OTHER TRAVEL ARRANGEMENT AND RESERVATION SERVICES,2016.0,34267327.61999999
6132, INSURANCE AGENCIES AND BROKERAGES,2015.0,34328861.19999999
6133, FIBER OPTIC CABLE MANUFACTURING,2011.0,34370788.53000001
6134, OTHER CHEMICAL AND ALLIED PRODUCTS MERCHANT WHOLESALERS,2010.0,34381907.65000001
6135, INVESTMENT ADVICE,2012.0,34414277.650000006
6136, PHOTOGRAPHIC EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS,2011.0,34460493.03
6137, GLASS PRODUCT MANUFACTURING MADE OF PURCHASED GLASS,2012.0,34474546.109999985
6138, INSURANCE AGENCIES AND BROKERAGES,2013.0,34476273.51
6139, PRINTING INK MANUFACTURING,2013.0,34533065.11999997
6140, SWITCHGEAR AND SWITCHBOARD APPARATUS MANUFACTURING,2015.0,34599060.02999999
6141, SEWAGE TREATMENT FACILITIES,2016.0,34618516.04000002
6142, OTHER NONSCHEDULED AIR TRANSPORTATION,2016.0,34653840.370000005
6143, FINISH CARPENTRY CONTRACTORS,2011.0,34670745.45000001
6144, BROADWOVEN FABRIC MILLS,2011.0,34702412.41
6145, OTHER MISCELLANEOUS NONDURABLE GOODS MERCHANT WHOLESALERS,2012.0,34733141.960000016
6146, CONSTRUCTION AND MINING (EXCEPT OIL WELL) MACHINERY AND EQUIPMENT MERCHANT WHOLESALERS,2011.0,34753010.81000002
6147," SOFTWARE AND OTHER PRERECORDED COMPACT DISC, TAPE, AND RECORD REPRODUCING ",2013.0,34863699.13
6148, MOTION PICTURE AND VIDEO DISTRIBUTION,2011.0,34896475.95999999
6149, IRON AND STEEL MILLS,2012.0,34947837.610000126
6150, OTHER APPAREL ACCESSORIES AND OTHER APPAREL MANUFACTURING,2014.0,34948768.98000002
6151, HUMAN RIGHTS ORGANIZATIONS,2012.0,35008554.09
6152," MEN'S AND BOYS' CUT AND SEW SUIT, COAT, AND OVERCOAT MANUFACTURING",2012.0,35049519.42999999
6153, SPICE AND EXTRACT MANUFACTURING,2011.0,35098934.41999999
6154, SPACE RESEARCH AND TECHNOLOGY,2012.0,35109065.44
6155, SMALL ARMS AMMUNITION MANUFACTURING,2015.0,35112116.209999986
6156, OTHER GUIDED MISSILE AND SPACE VEHICLE PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,2015.0,35132618.260000005
6157, INTERIOR DESIGN SERVICES,2012.0,35160311.910000004
6158, AIR PURIFICATION EQUIPMENT MANUFACTURING,2011.0,35226084.11999995
6159, IRON AND STEEL MILLS AND FERROALLOY MANUFACTURING,2015.0,35231670.64
6160, CHARTER BUS INDUSTRY,2012.0,35278694.38999996
6161, PROFESSIONAL ORGANIZATIONS,2010.0,35292079.300000004
6162, BLOOD AND ORGAN BANKS,2016.0,35300553.730000004
6163, AIR AND GAS COMPRESSOR MANUFACTURING,2016.0,35314946.65999999
6164, AUTOMOTIVE PARTS AND ACCESSORIES STORES,2011.0,35398210.79999998
6165, OFFICES OF MENTAL HEALTH PRACTITIONERS (EXCEPT PHYSICIANS),2013.0,35413765.160000004
6166, MEN'S AND BOYS' CUT AND SEW APPAREL CONTRACTORS,2013.0,35431792.73
6167, ROASTED NUTS AND PEANUT BUTTER MANUFACTURING,2013.0,35437644.50999999
6168, WIRELESS TELECOMMUNICATIONS CARRIERS (EXCEPT SATELLITE),2010.0,35445622.57999998
6169, OTHER COMMERCIAL PRINTING,2011.0,35454177.63000005
6170, OTHER TELECOMMUNICATIONS,2011.0,35476220.35000001
6171, MATERIALS RECOVERY FACILITIES,2012.0,35526166.88999998
6172, OTHER FUEL DEALERS,2011.0,35549838.31000003
6173, ELECTRONIC CONNECTOR MANUFACTURING,2013.0,35592099.80000005
6174, MOTOR VEHICLE STEERING AND SUSPENSION COMPONENTS (EXCEPT SPRING) MANUFACTURING,2012.0,35601819.739999995
6175, SPICE AND EXTRACT MANUFACTURING,2012.0,35711404.249999985
6176, OTHER BUILDING MATERIAL DEALERS,2012.0,35726305.08999997
6177, BUILDING INSPECTION SERVICES,2015.0,35733315.06999999
6178, LINEN SUPPLY,2012.0,35740784.03999999
6179, TRANSPORTATION EQUIPMENT AND SUPPLIES (EXCEPT MOTOR VEHICLE) MERCHANT WHOLESALERS,2015.0,35746716.42000001
6180," COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",2010.0,35765710.18
6181, ALL OTHER PLASTICS PRODUCT MANUFACTURING,2016.0,35779293.31000001
6182, RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,2010.0,35831853.46
6183, PLATE WORK MANUFACTURING,2013.0,35865342.25999999
6184, PRINTING INK MANUFACTURING,2015.0,35892423.690000005
6185, ALUMINA REFINING AND PRIMARY ALUMINUM PRODUCTION,2016.0,35965542.06000001
6186, INLAND WATER FREIGHT TRANSPORTATION,2012.0,35976547.78999999
6187," PROCESS, PHYSICAL DISTRIBUTION, AND LOGISTICS CONSULTING SERVICES",2014.0,35976735.47000001
6188, OTHER WAREHOUSING AND STORAGE,2016.0,35983621.010000005
6189, OTHER GENERAL GOVERNMENT SUPPORT,2016.0,36132857.440000005
6190, ELECTRIC LAMP BULB AND PART MANUFACTURING,2011.0,36182758.67999997
6191, INSTRUMENT MANUFACTURING FOR MEASURING AND TESTING ELECTRICITY AND ELECTRICAL SIGNALS,2015.0,36195149.73999999
6192," PHOTOGRAPHIC FILM, PAPER, PLATE, AND CHEMICAL MANUFACTURING",2011.0,36251351.35999998
6193, BOAT BUILDING,2015.0,36269838.569999985
6194, LIMOUSINE SERVICE,2015.0,36272054.24
6195, MOTION PICTURE AND VIDEO DISTRIBUTION,2012.0,36281797.14
6196, ALL OTHER TRAVEL ARRANGEMENT AND RESERVATION SERVICES,2012.0,36293091.080000006
6197, READY-MIX CONCRETE MANUFACTURING,2011.0,36302529.52999999
6198, NEW SINGLE-FAMILY HOUSING CONSTRUCTION (EXCEPT FOR-SALE BUILDERS),2012.0,36425164.14
6199, OTHER WASTE COLLECTION,2012.0,36467575.65999999
6200, PHARMACIES AND DRUG STORES,2013.0,36493090.97000001
6201, ALL OTHER CUT AND SEW APPAREL MANUFACTURING,2013.0,36525771.150000006
6202, LANDSCAPE ARCHITECTURAL SERVICES,2012.0,36560876.29
6203, HYDROELECTRIC POWER GENERATION,2011.0,36597783.75000001
6204, CATERERS,2011.0,36631948.190000035
6205, MECHANICAL POWER TRANSMISSION EQUIPMENT MANUFACTURING,2013.0,36788864.24999994
6206, MOTOR AND GENERATOR MANUFACTURING,2015.0,36811316.50000001
6207, PETROLEUM AND PETROLEUM PRODUCTS MERCHANT WHOLESALERS (EXCEPT BULK STATIONS AND TERMINALS),2010.0,36821634.33000003
6208, CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,2016.0,36839935.9
6209, OTHER COMMERCIAL AND SERVICE INDUSTRY MACHINERY MANUFACTURING,2015.0,36854490.52000002
6210, IRON AND STEEL FORGING,2012.0,36899278.42999998
6211, TELECOMMUNICATIONS RESELLERS,2015.0,36958870.379999995
6212, OTHER INDIVIDUAL AND FAMILY SERVICES,2016.0,36962732.53
6213, CHARTER BUS INDUSTRY,2011.0,37007681.269999996
6214, MISCELLANEOUS FINANCIAL INVESTMENT ACTIVITIES,2013.0,37013581.640000015
6215," DRY, CONDENSED, AND EVAPORATED DAIRY PRODUCT MANUFACTURING",2014.0,37024140.59
6216, FIRE PROTECTION,2011.0,37041326.27999998
6217, APPRENTICESHIP TRAINING,2012.0,37070781.07
6218, TESTING LABORATORIES,2014.0,37076130.389999986
6219, DEEP SEA PASSENGER TRANSPORTATION,2012.0,37131366.84
6220, PACKAGING AND LABELING SERVICES,2013.0,37222908.05
6221, OTHER METAL CONTAINER MANUFACTURING,2013.0,37223726.469999984
6222, PETROLEUM BULK STATIONS AND TERMINALS,2011.0,37282041.33000001
6223, COMMERCIAL PHOTOGRAPHY,2012.0,37289084.71000001
6224," INDUSTRIAL TRUCK, TRACTOR, TRAILER, AND STACKER MACHINERY MANUFACTURING",2015.0,37407501.24000001
6225, IRON AND STEEL PIPE AND TUBE MANUFACTURING FROM PURCHASED STEEL,2012.0,37435414.89000001
6226, HAZARDOUS WASTE COLLECTION,2013.0,37527168.43999998
6227," GENERAL FREIGHT TRUCKING, LOCAL",2012.0,37543519.120000005
6228, GASOLINE ENGINE AND ENGINE PARTS MANUFACTURING,2011.0,37569928.89000006
6229, LIBRARIES AND ARCHIVES,2015.0,37686565.78
6230, REUPHOLSTERY AND FURNITURE REPAIR,2011.0,37700734.190000005
6231, OTHER INDIVIDUAL AND FAMILY SERVICES,2015.0,37736660.74000001
6232, COATED AND LAMINATED PACKAGING PAPER AND PLASTICS FILM MANUFACTURING,2012.0,37743892.13999999
6233, FURNITURE MERCHANT WHOLESALERS,2015.0,37782140.639999986
6234, INVESTMENT BANKING AND SECURITIES DEALING,2010.0,37793350.12
6235, THIRD PARTY ADMINISTRATION OF INSURANCE AND PENSION FUNDS,2016.0,37829127.71999999
6236, COFFEE AND TEA MANUFACTURING,2012.0,37833544.09000002
6237, SOLID WASTE COLLECTION,2010.0,37834701.169999994
6238, OPHTHALMIC GOODS MANUFACTURING,2013.0,37873035.94000001
6239, OTHER COMMERCIAL PRINTING,2010.0,37934466.71000002
6240, GASOLINE ENGINE AND ENGINE PARTS MANUFACTURING,2012.0,38006408.85000005
6241, PRINTING INK MANUFACTURING,2011.0,38057441.59000001
6242, HAZARDOUS WASTE COLLECTION,2015.0,38103531.23999998
6243, NEW CAR DEALERS,2010.0,38195279.39
6244, CONSUMER ELECTRONICS REPAIR AND MAINTENANCE,2012.0,38327638.15999998
6245, DRYCLEANING AND LAUNDRY SERVICES (EXCEPT COIN-OPERATED),2016.0,38340943.65
6246, CURRENT-CARRYING WIRING DEVICE MANUFACTURING,2013.0,38426741.210000016
6247, TRAVEL AGENCIES,2014.0,38471799.1
6248, LIMOUSINE SERVICE,2016.0,38539900.23999997
6249, OTHER MISCELLANEOUS DURABLE GOODS MERCHANT WHOLESALERS,2013.0,38554480.79999995
6250, OTHER ACTIVITIES RELATED TO REAL ESTATE,2012.0,38631151.279999994
6251, POURED CONCRETE FOUNDATION AND STRUCTURE CONTRACTORS,2016.0,38634111.33999998
6252, INDUSTRIAL AND COMMERCIAL FAN AND BLOWER MANUFACTURING,2012.0,38659372.55999995
6253, CONSTRUCTION SAND AND GRAVEL MINING,2012.0,38796835.54999999
6254, OTHER GENERAL GOVERNMENT SUPPORT,2015.0,38820423.67000002
6255, LANDSCAPE ARCHITECTURAL SERVICES,2011.0,38821042.050000004
6256, SATELLITE TELECOMMUNICATIONS,2010.0,38843758.030000016
6257, MOTOR VEHICLE TRANSMISSION AND POWER TRAIN PARTS MANUFACTURING,2016.0,38868901.42000003
6258, PRIMARY BATTERY MANUFACTURING,2012.0,38880959.06999996
6259, INDUSTRIAL MACHINERY AND EQUIPMENT MERCHANT WHOLESALERS,2013.0,38935676.339999996
6260, LANDSCAPING SERVICES,2014.0,38938020.07999998
6261, PROFESSIONAL ORGANIZATIONS,2015.0,38969856.90999999
6262, AIR-CONDITIONING AND WARM AIR HEATING EQUIPMENT AND COMMERCIAL AND INDUSTRIAL REFRIGERATION EQUIPMENT MANUFACTURING,2015.0,38976687.19000003
6263, ALL OTHER LEATHER GOOD MANUFACTURING,2012.0,39038589.81999999
6264, DRYCLEANING AND LAUNDRY SERVICES (EXCEPT COIN-OPERATED),2013.0,39102047.92000001
6265," PLASTICS, FOIL, AND COATED PAPER BAG MANUFACTURING",2011.0,39138964.96
6266, TRAVEL TRAILER AND CAMPER MANUFACTURING,2012.0,39158422.04
6267, PHARMACIES AND DRUG STORES,2012.0,39168516.39999995
6268, ALL OTHER AUTOMOTIVE REPAIR AND MAINTENANCE,2011.0,39205701.79999998
6269, OTHER SERVICES RELATED TO ADVERTISING,2011.0,39212124.92999998
6270, DIAGNOSTIC IMAGING CENTERS,2016.0,39296270.470000006
6271, ALL OTHER MISCELLANEOUS WASTE MANAGEMENT SERVICES,2011.0,39323995.320000015
6272, PLATE WORK MANUFACTURING,2012.0,39334199.64
6273, PRINTED CIRCUIT ASSEMBLY (ELECTRONIC ASSEMBLY) MANUFACTURING,2016.0,39546942.79999998
6274, SERVICES FOR THE ELDERLY AND PERSONS WITH DISABILITIES,2011.0,39593631.94999999
6275, INVESTMENT BANKING AND SECURITIES DEALING,2015.0,39616111.61000001
6276, COMMERCIAL PRINTING (EXCEPT SCREEN AND BOOKS),2013.0,39620943.14000005
6277," REGULATION AND ADMINISTRATION OF COMMUNICATIONS, ELECTRIC, GAS, AND OTHER UTILITIES",2015.0,39667065.19999998
6278, DRIED AND DEHYDRATED FOOD MANUFACTURING,2011.0,39698942.49999999
6279," COMMERCIAL AIR, RAIL, AND WATER TRANSPORTATION EQUIPMENT RENTAL AND LEASING",2016.0,39750350.58999998
6280, APPRENTICESHIP TRAINING,2015.0,39754510.85999999
6281, STEAM AND AIR-CONDITIONING SUPPLY,2013.0,39820839.63000002
6282, AUTOMOBILE AND OTHER MOTOR VEHICLE MERCHANT WHOLESALERS,2013.0,39925591.30000002
6283, RESIDENTIAL REMODELERS,2016.0,39983541.06
6284, THIRD PARTY ADMINISTRATION OF INSURANCE AND PENSION FUNDS,2015.0,39993796.41999999
6285, CATERERS,2012.0,40070523.529999964
6286, WOOD OFFICE FURNITURE MANUFACTURING,2015.0,40111429.39000006
6287, COMPUTER TRAINING,2010.0,40133298.32999997
6288, ALL OTHER CONVERTED PAPER PRODUCT MANUFACTURING,2016.0,40448001.55999999
6289, GENERAL LINE GROCERY MERCHANT WHOLESALERS,2015.0,40455896.44999993
6290," AUTOMATIC ENVIRONMENTAL CONTROL MANUFACTURING FOR RESIDENTIAL, COMMERCIAL, AND APPLIANCE USE",2016.0,40456821.49000004
6291, OFFICES OF REAL ESTATE APPRAISERS,2011.0,40481030.86999999
6292, ALL OTHER BUSINESS SUPPORT SERVICES,2014.0,40506079.879999995
6293, OTHER SUPPORT ACTIVITIES FOR WATER TRANSPORTATION,2011.0,40508991.76000003
6294," LUMBER, PLYWOOD, MILLWORK, AND WOOD PANEL MERCHANT WHOLESALERS",2011.0,40510821.11000003
6295, COMPUTER TRAINING,2014.0,40525769.88999999
6296," FINANCIAL TRANSACTIONS PROCESSING, RESERVE, AND CLEARINGHOUSE ACTIVITIES",2012.0,40583596.31999999
6297, OFFICE EQUIPMENT MERCHANT WHOLESALERS,2015.0,40587664.89
6298," BOLT, NUT, SCREW, RIVET, AND WASHER MANUFACTURING",2013.0,40636499.52000004
6299," DRY, CONDENSED, AND EVAPORATED DAIRY PRODUCT MANUFACTURING",2013.0,40653943.08000002
6300, ALL OTHER MISCELLANEOUS CHEMICAL PRODUCT AND PREPARATION MANUFACTURING,2015.0,40661290.63999999
6301, PAINTING AND WALL COVERING CONTRACTORS,2013.0,40670899.97999998
6302, FABRICATED PIPE AND PIPE FITTING MANUFACTURING,2016.0,40709383.570000045
6303, MEN'S AND BOYS' CUT AND SEW APPAREL CONTRACTORS,2016.0,40726202.76999999
6304, FABRICATED STRUCTURAL METAL MANUFACTURING,2016.0,40761323.19999997
6305, PASSENGER CAR RENTAL,2016.0,40808633.70999998
6306, CONVEYOR AND CONVEYING EQUIPMENT MANUFACTURING,2012.0,40809133.80000001
6307, SOYBEAN PROCESSING,2011.0,40870093.56999999
6308, MANUFACTURED HOME (MOBILE HOME) MANUFACTURING,2012.0,40872879.12999999
6309, INDUSTRIAL LAUNDERERS,2013.0,40894148.23
6310, OTHER SPECIALIZED DESIGN SERVICES,2011.0,40932867.9
6311, COMMERCIAL AND INDUSTRIAL MACHINERY AND EQUIPMENT (EXCEPT AUTOMOTIVE AND ELECTRONIC) REPAIR AND MAINTENANCE,2010.0,40956832.00000003
6312, INTERNET SERVICE PROVIDERS,2011.0,41063966.00999999
6313," COMMERCIAL AIR, RAIL, AND WATER TRANSPORTATION EQUIPMENT RENTAL AND LEASING",2015.0,41091391.76999999
6314, PLASTICS MATERIAL AND RESIN MANUFACTURING,2012.0,41095710.480000034
6315, MORTGAGE AND NONMORTGAGE LOAN BROKERS,2013.0,41113651.839999996
6316, PACKAGING AND LABELING SERVICES,2012.0,41157568.94
6317, ALL OTHER INSURANCE RELATED ACTIVITIES,2015.0,41259391.38
6318, AIR AND GAS COMPRESSOR MANUFACTURING,2012.0,41292758.580000006
6319, VOCATIONAL REHABILITATION SERVICES,2014.0,41314654.330000006
6320, PORTFOLIO MANAGEMENT,2015.0,41314891.46
6321," SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",2010.0,41342007.21999998
6322, CREDIT BUREAUS,2013.0,41365872.039999984
6323, OTHER ELECTRONIC PARTS AND EQUIPMENT MERCHANT WHOLESALERS,2016.0,41371645.02999996
6324, CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,2011.0,41397385.98999999
6325, HARDWARE MERCHANT WHOLESALERS,2013.0,41509072.560000055
6326, COMMERCIAL PHOTOGRAPHY,2010.0,41511097.92
6327, SAW BLADE AND HANDTOOL MANUFACTURING,2016.0,41524314.43000004
6328, INSTITUTIONAL FURNITURE MANUFACTURING,2016.0,41578115.64999993
6329, GUIDED MISSILE AND SPACE VEHICLE PROPULSION UNIT AND PROPULSION UNIT PARTS MANUFACTURING,2016.0,41598771.00999996
6330, OTHER PERSONAL AND HOUSEHOLD GOODS REPAIR AND MAINTENANCE,2011.0,41638577.72999998
6331, KIDNEY DIALYSIS CENTERS,2013.0,41645569.879999995
6332, OFFICE SUPPLIES AND STATIONERY STORES,2010.0,41724537.57000035
6333, OTHER COMMERCIAL EQUIPMENT MERCHANT WHOLESALERS,2011.0,41726072.310000025
6334, MOTOR VEHICLE SEATING AND INTERIOR TRIM MANUFACTURING,2012.0,41807860.739999995
6335, DENTAL EQUIPMENT AND SUPPLIES MANUFACTURING,2016.0,41812566.86000001
6336, METAL HOUSEHOLD FURNITURE MANUFACTURING,2012.0,41846981.780000016
6337, COAL AND OTHER MINERAL AND ORE MERCHANT WHOLESALERS,2012.0,41903673.75
6338, OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,2014.0,42042924.429999985
6339, DRIED AND DEHYDRATED FOOD MANUFACTURING,2015.0,42080821.410000004
6340, TOTALIZING FLUID METER AND COUNTING DEVICE MANUFACTURING,2011.0,42093631.33999998
6341, OTHER ELECTRIC POWER GENERATION,2013.0,42189091.220000006
6342, TELECOMMUNICATIONS RESELLERS,2016.0,42347256.710000016
6343, SHIP BUILDING AND REPAIRING,2010.0,42361926.93999998
6344, TELEPHONE APPARATUS MANUFACTURING,2010.0,42507753.140000015
6345, MATTRESS MANUFACTURING,2011.0,42514800.33
6346, SEAFOOD PRODUCT PREPARATION AND PACKAGING,2014.0,42520792.29
6347," HUMAN RESOURCES CONSULTING SERVICES (2007), HUMAN RESOURCES AND EXECUTIVE SEARCH CONSULTING SERVICES (2002)",2010.0,42588160.379999995
6348, SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING,2016.0,42646479.64999999
6349, RESIDENTIAL MENTAL HEALTH AND SUBSTANCE ABUSE FACILITIES,2012.0,42685609.45999999
6350, PERISHABLE PREPARED FOOD MANUFACTURING,2011.0,42713771.59
6351, OTHER COMMERCIAL AND INDUSTRIAL MACHINERY AND EQUIPMENT RENTAL AND LEASING,2013.0,42719869.179999985
6352, MISCELLANEOUS FINANCIAL INVESTMENT ACTIVITIES,2015.0,42750110.91
6353, CUT STONE AND STONE PRODUCT MANUFACTURING,2012.0,42754284.75000005
6354, MASONRY CONTRACTORS,2012.0,42840971.860000014
6355," AUTOMOTIVE BODY, PAINT, AND INTERIOR REPAIR AND MAINTENANCE",2011.0,42912821.25000001
6356, DENTAL LABORATORIES,2015.0,42959112.71
6357, OTHER SUPPORT ACTIVITIES FOR WATER TRANSPORTATION,2013.0,42977816.06
6358, COMMERCIAL PHOTOGRAPHY,2011.0,43026593.09
6359," ALUMINUM SHEET, PLATE, AND FOIL MANUFACTURING",2011.0,43056996.52999997
6360," SHOWCASE, PARTITION, SHELVING, AND LOCKER MANUFACTURING",2013.0,43132852.79000002
6361, DRY PASTA MANUFACTURING,2011.0,43199872.23000003
6362, INTERNATIONAL AFFAIRS,2013.0,43220492.69
6363, OFFICES OF LAWYERS,2016.0,43272078.88
6364, ALL OTHER PLASTICS PRODUCT MANUFACTURING,2015.0,43324125.03999999
6365, PHOTOGRAPHIC AND PHOTOCOPYING EQUIPMENT MANUFACTURING,2015.0,43356788.189999975
6366, RESIDENTIAL REMODELERS,2013.0,43380475.089999974
6367, KIDNEY DIALYSIS CENTERS,2016.0,43405921.37000003
6368, TRANSPORTATION EQUIPMENT AND SUPPLIES (EXCEPT MOTOR VEHICLE) MERCHANT WHOLESALERS,2013.0,43437095.84999999
6369, OFFICES OF DENTISTS,2013.0,43448682.939999975
6370, GROUND OR TREATED MINERAL AND EARTH MANUFACTURING,2016.0,43513109.410000004
6371, CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,2013.0,43617195.35000002
6372, SEAFOOD CANNING,2012.0,43617646.22
6373, LANGUAGE SCHOOLS,2015.0,43803916.87999999
6374, ALL OTHER TRAVEL ARRANGEMENT AND RESERVATION SERVICES,2013.0,43821794.019999996
6375, INTERNATIONAL AFFAIRS,2010.0,43876597.20999999
6376, PLASTICS BAG MANUFACTURING,2012.0,43907431.20999996
6377, HOTELS (EXCEPT CASINO HOTELS) AND MOTELS,2014.0,44138312.53
6378, ELECTRONIC CONNECTOR MANUFACTURING,2016.0,44145566.48000007
6379, AUTOMOBILE AND OTHER MOTOR VEHICLE MERCHANT WHOLESALERS,2015.0,44160737.829999976
6380, OTHER CUT AND SEW APPAREL MANUFACTURING,2016.0,44181515.87000005
6381," DRY, CONDENSED, AND EVAPORATED DAIRY PRODUCT MANUFACTURING",2011.0,44275769.02
6382, PAINTING AND WALL COVERING CONTRACTORS,2015.0,44277052.100000024
6383, LABORATORY APPARATUS AND FURNITURE MANUFACTURING,2010.0,44368280.91999999
6384," HAT, CAP, AND MILLINERY MANUFACTURING",2011.0,44392197.05999999
6385," COMMERCIAL AIR, RAIL, AND WATER TRANSPORTATION EQUIPMENT RENTAL AND LEASING",2012.0,44516886.95999999
