,naics_code,fiscal_year,base_and_all_options_value
4239, COLLECTION AGENCIES,2008,229845.8
4240, LIMITED-SERVICE RESTAURANTS,2004,229904.0
4241, STEEL INVESTMENT FOUNDRIES,2009,230034.0
4242, OFFICES OF NOTARIES,2008,230057.12
4243," MEN'S AND BOYS' CUT AND SEW SUIT, COAT, AND OVERCOAT MANUFACTURING",2004,230077.0
4244, SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,2002,230240.0
4245, MANUFACTURED (MOBILE) HOME DEALERS,2001,230247.0
4246," MAYONNAISE, DRESSING, AND OTHER PREPARED SAUCE MANUFACTURING",2005,231342.26000000004
4247, FLORICULTURE PRODUCTION,2008,231476.41
4248, ALUMINUM DIE-CASTING FOUNDRIES,2008,231816.0
4249," ELECTRICAL APPARATUS AND EQUIPMENT, WIRING SUPPLIES, AND RELATED EQUIPMENT MERCHANT  WHOLESALERS",2003,232087.28
4250, PASSENGER CAR LEASING,2001,232770.5
4251, INDUSTRIAL NONBUILDING STRUCTURE CONSTRUCTION,2009,232865.75
4252, FINFISH FARMING AND FISH HATCHERIES,2008,233275.11000000002
4253, FORMAL WEAR AND COSTUME RENTAL,2007,233349.38000000003
4254, ALL OTHER PIPELINE TRANSPORTATION,2007,233856.64
4255, PLASTICS MATERIAL AND RESIN MANUFACTURING,2002,234150.0
4256, LIVESTOCK WHOLESALERS,2002,236000.0
4257, DISCOUNT DEPARTMENT STORES,2003,236322.12
4258, INTERNATIONAL TRADE FINANCING,2009,236442.0
4259, ALL OTHER RUBBER PRODUCT MANUFACTURING,2001,236558.0
4260, MUSICAL INSTRUMENT AND SUPPLIES STORES,2004,237057.19
4261, STRUCTURAL STEEL ERECTION CONTRACTORS,2005,237120.0
4262, CASINO HOTELS,2005,238240.12
4263, AMUSEMENT AND THEME PARKS,2001,238440.0
4264, AMERICAN INDIAN AND ALASKA NATIVE TRIBAL GOVERNMENTS,2005,238480.76
4265, OTHER WAREHOUSING AND STORAGE,2000,238500.0
4266, OTHER WAREHOUSING AND STORAGE,2001,238500.0
4267, COMMUTER RAIL SYSTEMS,2008,238671.99
4268, AMUSEMENT AND THEME PARKS,2002,238740.0
4269, INDUSTRIAL PATTERN MANUFACTURING,2009,238792.5
4270, BROADWOVEN FABRIC FINISHING MILLS,2005,238911.03
4271, OTHER CHEMICAL AND FERTILIZER MINERAL MINING,2004,239022.56
4272, MEDIA REPRESENTATIVES,2004,239025.85
4273," GENERAL FREIGHT TRUCKING, LONG-DISTANCE, TRUCKLOAD",2001,239196.0
4274, ,2006,239220.00999999998
4275, TILE AND TERRAZZO CONTRACTORS,2005,240037.6
4276, VIDEO TAPE AND DISC RENTAL,2005,240964.52999999997
4277, OTHER WASTE COLLECTION,2002,241335.8
4278, MEASURING AND DISPENSING PUMP MANUFACTURING,2004,241512.0
4279, MOTOR VEHICLE SUPPLIES AND NEW PARTS MERCHANT WHOLESALERS,2004,241616.81999999998
4280, OTHER PROFESSIONAL EQUIPMENT AND SUPPLIES WHOLESALERS,2002,241728.0
4281, RADIO NETWORKS,2005,241889.08000000002
4282," FLOWER, NURSERY STOCK, AND FLORISTS' SUPPLIES MERCHANT WHOLESALERS",2004,242787.25
4283, PETROLEUM BULK STATIONS AND TERMINALS,2004,242949.22
4284, PIPELINE TRANSPORTATION OF REFINED PETROLEUM PRODUCTS,2006,243201.0
4285, CABLE NETWORKS,2007,243244.0
4286," ELECTRICAL APPARATUS AND EQUIPMENT, WIRING SUPPLIES, AND CONSTRUCTION MATERIAL WHOLESALERS",2006,243594.59999999995
4287, OTHER MISCELLANEOUS DURABLE GOODS WHOLESALERS,2002,243933.0
4288, BLIND AND SHADE MANUFACTURING,2006,244420.15999999997
4289, FUNERAL HOMES AND FUNERAL SERVICES,2005,244954.58000000002
4290, NEWS DEALERS AND NEWSSTANDS,2009,245430.93999999997
4291, PRIVATE MAIL CENTERS,2001,245590.4
4292, OTHER ALUMINUM ROLLING AND DRAWING,2005,245928.0
4293, CREDIT CARD ISSUING,2005,246394.94
4294, STEEL FOUNDRIES (EXCEPT INVESTMENT),2004,246740.0
4295," OVERHEAD TRAVELING CRANE, HOIST, AND MONORAIL SYSTEM MANUFACTURING",2001,247000.0
4296, ELECTRIC LAMP BULB AND PART MANUFACTURING,2004,247186.09
4297, CASINOS (EXCEPT CASINO HOTELS),2005,248197.94
4298," PRERECORDED COMPACT DISC (EXCEPT SOFTWARE), TAPE, AND RECORD REPRODUCING",2004,248518.35
4299, INLAND WATER FREIGHT TRANSPORTATION,2008,248775.61
4300," HAT, CAP, AND MILLINERY MANUFACTURING",2004,249383.45
4301, PRIMARY BATTERY MANUFACTURING,2001,250000.0
4302, OTHER CONSTRUCTION MATERIAL MERCHANT WHOLESALERS,2001,250000.0
4303, MUSICAL INSTRUMENT MANUFACTURING,2002,250000.0
4304," GAME, TOY, AND CHILDREN'S VEHICLE MANUFACTURING",2002,250000.0
4305," ROPE, CORDAGE, AND TWINE MILLS",2001,250000.0
4306, FLAT GLASS MANUFACTURING,2002,250000.0
4307, CARPET AND RUG MILLS,2000,250000.0
4308, RESIDENTIAL ELECTRIC LIGHTING FIXTURE MANUFACTURING,2001,250000.0
4309, SWITCHGEAR AND SWITCHBOARD APPARATUS MANUFACTURING,2001,250000.0
4310, OTHER CONSTRUCTION MATERIAL MERCHANT WHOLESALERS,2002,250000.0
4311, PLASTICS PLUMBING FIXTURE MANUFACTURING,2003,250000.0
4312, PLASTICS AND RUBBER INDUSTRY MACHINERY MANUFACTURING,2000,250000.0
4313, OTHER BUILDING MATERIAL DEALERS,2001,250000.0
4314, HOUSEHOLD VACUUM CLEANER MANUFACTURING,2001,250000.0
4315, ALL OTHER CUT AND SEW APPAREL MANUFACTURING,2002,250000.0
4316, WHOLESALE TRADE AGENTS AND BROKERS,2002,250000.0
4317, MOTORCYCLE DEALERS,2002,250000.0
4318, TOILET PREPARATION MANUFACTURING,2000,250000.0
4319, CABLE AND OTHER SUBSCRIPTION PROGRAMMING,2002,250466.75
4320," EXECUTIVE AND LEGISLATIVE OFFICES, COMBINED",2009,250673.1
4321, COMMUNITY FOOD SERVICES,2004,251173.0
4322, INVESTMENT BANKING AND SECURITIES DEALING,2003,251190.0
4323, ETHYL ALCOHOL MANUFACTURING,2009,251578.58999999997
4324, OTHER SOUND RECORDING INDUSTRIES,2003,251755.84999999998
4325, TOY AND HOBBY GOODS AND SUPPLIES MERCHANT WHOLESALERS,2007,251962.66
4326," OTHER AQUACULTURE (2007), OTHER ANIMAL AQUACULTURE (2002)",2009,251998.87
4327, LINEN SUPPLY,2001,252812.0
4328, SECURITIES AND COMMODITY EXCHANGES,2007,253080.0
4329, FAMILY CLOTHING STORES,2008,253218.69999999998
4330, BIOLOGICAL PRODUCT (EXCEPT DIAGNOSTIC) MANUFACTURING,2000,253480.0
4331, OUTDOOR ADVERTISING,2005,253641.35
4332, ELECTRONIC SHOPPING,2002,254020.9
4333, BUSINESS AND SECRETARIAL SCHOOLS,2005,254356.0
4334," RADIO, TELEVISION, AND OTHER ELECTRONICS STORES",2003,254940.36
4335, BITUMINOUS COAL UNDERGROUND MINING,2001,255000.0
4336, PET AND PET SUPPLIES STORES,2006,255119.37999999998
4337, OTHER PERFORMING ARTS COMPANIES,2007,255526.0
4338, SPORTS AND RECREATION INSTRUCTION,2004,255534.25
4339, PLUMBING AND HEATING EQUIPMENT AND SUPPLIES (HYDRONICS) MERCHANT WHOLESALERS,2003,255780.0
4340, OTHER FINANCIAL VEHICLES,2007,256614.93000000002
4341, HUNTING AND TRAPPING,2005,257260.72000000003
4342, DIRECT PROPERTY AND CASUALTY INSURANCE CARRIERS,2007,258750.05
4343, SOUND RECORDING STUDIOS,2009,258804.0
4344, MISCELLANEOUS INTERMEDIATION,2008,258928.0
4345, GLOVE AND MITTEN MANUFACTURING,2005,259327.1
4346, COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,2004,259485.0
4347, ZOOS AND BOTANICAL GARDENS,2006,259536.28
4348, REGULATION OF AGRICULTURAL MARKETING AND COMMODITIES,2003,260000.0
4349, TOBACCO AND TOBACCO PRODUCT WHOLESALERS,2007,260384.2
4350, SOUND RECORDING STUDIOS,2007,260442.5
4351, HOUSEHOLD VACUUM CLEANER MANUFACTURING,2004,260456.75
4352," ROPE, CORDAGE, AND TWINE MILLS",2000,260465.0
4353, MUSEUMS,2003,261000.0
4354, FLOOR COVERING STORES,2004,261625.71000000002
4355," WOMEN'S AND GIRLS' CUT AND SEW SUIT, COAT, TAILORED JACKET, AND SKIRT MANUFACTURING",2006,261687.5
4356, OTHER INSURANCE FUNDS,2004,261822.0
4357, SCHEDULED PASSENGER AIR TRANSPORTATION,2008,262160.38
4358, FARM AND GARDEN MACHINERY AND EQUIPMENT MERCHANT WHOLESALERS,2004,262171.85
4359, OTHER PRESSED AND BLOWN GLASS AND GLASSWARE MANUFACTURING,2008,262368.02999999997
4360, NONCLAY REFRACTORY MANUFACTURING,2008,262417.20999999996
4361, PLUMBING FIXTURE FITTING AND TRIM MANUFACTURING,2001,262470.0
4362, READY-MIX CONCRETE MANUFACTURING,2002,262875.0
4363, VOLUNTARY HEALTH ORGANIZATIONS,2004,263526.0
4364, REINSURANCE CARRIERS,2007,263719.35000000003
4365, SPORTS TEAMS AND CLUBS,2005,263739.30000000005
4366, OTHER COMMERCIAL EQUIPMENT MERCHANT WHOLESALERS,2004,263949.47
4367, VIDEO TAPE AND DISC RENTAL,2004,264035.37
4368, OTHER GRANTMAKING AND GIVING SERVICES,2003,264586.0
4369, OTHER MISCELLANEOUS NONDURABLE GOODS WHOLESALERS,2006,264728.75999999995
4370, OTHER MISCELLANEOUS DURABLE GOODS WHOLESALERS,2008,264812.8400000001
4371, SALES FINANCING,2005,264958.38
4372, MONETARY AUTHORITIES - CENTRAL BANK,2003,265276.2
4373, INDUSTRIAL MACHINERY AND EQUIPMENT WHOLESALERS,2009,265849.25
4374, UNCOATED PAPER AND MULTIWALL BAG MANUFACTURING,2005,266103.04
4375, REAL ESTATE CREDIT,2008,266238.14
4376, NATURAL GAS LIQUID EXTRACTION,2008,266945.1
4377, DISCOUNT DEPARTMENT STORES,2007,267563.20999999996
4378, PULP MILLS,2006,267662.4
4379, TRANSPORTATION EQUIPMENT AND SUPPLIES (EXCEPT MOTOR VEHICLE) WHOLESALERS,2004,267691.83
4380, PIPELINE TRANSPORTATION OF NATURAL GAS,2003,267998.0
4381," MOTORCYCLE, BICYCLE, AND PARTS MANUFACTURING",2002,268189.0
4382, PRIMARY SMELTING AND REFINING OF NONFERROUS METAL (EXCEPT COPPER AND ALUMINUM),2005,268401.81
4383, FARM MANAGEMENT SERVICES,2003,268504.0
4384, HUNTING AND TRAPPING,2004,268812.91
4385, OTHER ALUMINUM ROLLING AND DRAWING,2006,268820.32
4386, FRAMING CONTRACTORS,2004,268975.88
4387, AUTOMOBILE MANUFACTURING,2003,269081.0
4388, OTHER VEGETABLE (EXCEPT POTATO) AND MELON FARMING,2007,269192.70000000007
4389," COMMERCIAL LAUNDRY, DRYCLEANING, AND PRESSING MACHINE MANUFACTURING",2003,269658.0
4390, LIMOUSINE SERVICE,2008,269886.57
4391, PLASTICS AND RUBBER INDUSTRY MACHINERY MANUFACTURING,2003,270030.4
4392, WOMEN'S AND GIRLS' CUT AND SEW OTHER OUTERWEAR MANUFACTURING,2006,270262.79
4393, CEMETERIES AND CREMATORIES,2005,270398.05
4394, MEN'S AND BOYS' CUT AND SEW UNDERWEAR AND NIGHTWEAR MANUFACTURING,2005,270545.68
4395, VOLUNTARY HEALTH ORGANIZATIONS,2008,270738.71
4396, DIRECT TITLE INSURANCE CARRIERS,2007,271070.63999999996
4397, FOOD (HEALTH) SUPPLEMENT STORES,2005,271237.2
4398, NONFERROUS (EXCEPT ALUMINUM) DIE-CASTING FOUNDRIES,2008,271323.39
4399, OTHER NONFERROUS FOUNDRIES (EXCEPT DIE-CASTING),2004,271482.3
4400, CHILD DAY CARE SERVICES,2005,272029.6
4401, PREPRESS SERVICES,2007,272221.84
4402, INORGANIC DYE AND PIGMENT MANUFACTURING,2006,272521.5
4403, UNDERWEAR AND NIGHTWEAR KNITTING MILLS,2007,272931.74
4404, ALL OTHER AMBULATORY HEALTH CARE SERVICES,2002,273080.0
4405, FISH AND SEAFOOD MERCHANT WHOLESALERS,2006,273484.83999999997
4406, SEMICONDUCTOR MACHINERY MANUFACTURING,2005,274299.0
4407, PLASTICS AND RUBBER INDUSTRY MACHINERY MANUFACTURING,2008,274381.56
4408, LINE-HAUL RAILROADS,2006,274390.91000000003
4409, APPRENTICESHIP TRAINING,2008,274556.22
4410," ELECTRICAL APPARATUS AND EQUIPMENT, WIRING SUPPLIES, AND CONSTRUCTION MATERIAL WHOLESALERS",2007,274641.82
4411, PIPELINE TRANSPORTATION OF CRUDE OIL,2008,275000.0
4412, BARBER SHOPS,2006,275381.45
4413, ADMINISTRATION OF GENERAL ECONOMIC PROGRAMS,2008,275438.20999999996
4414, WINE AND DISTILLED ALCOHOLIC BEVERAGE MERCHANT WHOLESALERS,2007,275484.02
4415, ALL OTHER CONSUMER GOODS RENTAL,2001,275581.0
4416, NEWS DEALERS AND NEWSSTANDS,2006,276048.53
4417," EXECUTIVE AND LEGISLATIVE OFFICES, COMBINED",2005,276666.88
4418, TELECOMMUNICATIONS RESELLERS,2001,276856.16000000003
4419," GENERAL FREIGHT TRUCKING, LONG-DISTANCE, LESS THAN TRUCKLOAD",2001,277000.0
4420, CIGARETTE MANUFACTURING,2009,278012.6
4421, LABOR UNIONS AND SIMILAR LABOR ORGANIZATIONS,2007,279533.94000000006
4422, CREDIT BUREAUS,2002,280000.0
4423," LUMBER, PLYWOOD, MILLWORK, AND WOOD PANEL WHOLESALERS",2006,280115.0
4424, INDUSTRIAL SUPPLIES MERCHANT WHOLESALERS,2003,280210.0
4425, CONCRETE BLOCK AND BRICK MANUFACTURING,2004,280287.33
4426, LEGAL COUNSEL AND PROSECUTION,2002,280421.0
4427, HYDROELECTRIC POWER GENERATION,2008,280666.03
4428, OTHER STRUCTURAL CLAY PRODUCT MANUFACTURING,2009,281023.7
4429, DISCOUNT DEPARTMENT STORES,2009,281137.96
4430, SECURITY SYSTEMS SERVICES (EXCEPT LOCKSMITHS),2001,281521.29000000004
4431, SOFT DRINK MANUFACTURING,2002,281596.0
4432, APICULTURE,2009,282221.95
4433," PLASTICS, FOIL, AND COATED PAPER BAG MANUFACTURING",2004,283200.43
4434, COMMERCIAL FLEXOGRAPHIC PRINTING,2008,283416.57999999996
4435, PULP MILLS,2007,283710.24
4436, PRIMARY SMELTING AND REFINING OF COPPER,2009,283970.33999999997
4437, ALL OTHER PETROLEUM AND COAL PRODUCTS MANUFACTURING,2004,284789.04000000004
4438, HOG AND PIG FARMING,2007,285372.42
4439, PAGING,2002,285422.76
4440, ELECTRICAL CONTRACTORS,2009,286643.19
4441, SUPPORT ACTIVITIES FOR COAL MINING,2007,286674.03
4442," NURSERY, GARDEN CENTER, AND FARM SUPPLY STORES",2005,286944.28
4443, LIVESTOCK MERCHANT WHOLESALERS,2009,287170.43
4444, SOFTWARE REPRODUCING,2001,287561.64
4445, HOUSEHOLD COOKING APPLIANCE MANUFACTURING,2004,288296.65
4446, PRIMARY ALUMINUM PRODUCTION,2006,288443.75
4447, FERTILIZER (MIXING ONLY) MANUFACTURING,2006,288785.84
4448," EXECUTIVE AND LEGISLATIVE OFFICES, COMBINED",2006,288870.95999999996
4449, BAKED GOODS STORES,2005,289081.9
4450," REGULATION, LICENSING, AND INSPECTION OF MISCELLANEOUS COMMERCIAL SECTORS",2008,289627.15
4451, CUSTOM ROLL FORMING,2008,289861.32
4452, HOUSEHOLD VACUUM CLEANER MANUFACTURING,2005,289923.4000000002
4453," BRICK, STONE, AND RELATED CONSTRUCTION MATERIAL WHOLESALERS",2007,290000.0
4454, DISTILLERIES,2009,290289.0
4455, AUTOMOTIVE GLASS REPLACEMENT SHOPS,2007,290706.4
4456, PAGING,2001,290812.28
4457, ROLLING MILL MACHINERY AND EQUIPMENT MANUFACTURING,2007,291851.57
4458, TORTILLA MANUFACTURING,2007,292192.99
4459, TELEPRODUCTION AND OTHER POSTPRODUCTION SERVICES,2004,292216.17999999993
4460, FUNERAL HOMES AND FUNERAL SERVICES,2004,292540.0
4461," ARCHITECTURAL, ENGINEERING, AND RELATED SERVICES",2002,293127.01
4462, CABLE AND OTHER PROGRAM DISTRIBUTION,2009,294322.07
4463," GASKET, PACKING, AND SEALING DEVICE MANUFACTURING",2004,294745.10000000003
4464, PETROLEUM AND PETROLEUM PRODUCTS WHOLESALERS (EXCEPT BULK STATIONS AND TERMINALS),2007,294994.87999999995
4465, STATIONERY AND OFFICE SUPPLIES WHOLESALERS,2004,295210.4600000001
4466," CAFETERIAS, GRILL BUFFETS, AND BUFFETS",2005,295268.99
4467, MINING MACHINERY AND EQUIPMENT MANUFACTURING,2004,295566.59
4468, SOYBEAN FARMING,2008,295838.25
4469, ENVIRONMENTAL CONSULTING SERVICES,2005,296126.85
4470, BITUMINOUS COAL UNDERGROUND MINING,2004,296203.02
4471," YARN TEXTURIZING, THROWING, AND TWISTING MILLS",2004,296300.0
4472, AUTOMOTIVE TRANSMISSION REPAIR,2006,296432.45
4473, OTHER KNIT FABRIC AND LACE MILLS,2006,296837.34
4474," ROOFING, SIDING, AND INSULATION MATERIAL MERCHANT WHOLESALERS",2008,296892.87000000005
4475, WINERIES,2009,296897.35000000003
4476," SECONDARY SMELTING, REFINING, AND ALLOYING OF NONFERROUS METAL (EXCEPT COPPER AND ALUMINUM)",2006,297790.0
4477, UNDERWEAR AND NIGHTWEAR KNITTING MILLS,2009,298025.2
4478, CONTINUING CARE RETIREMENT COMMUNITIES,2008,298086.91000000003
4479, TIRE DEALERS,2005,298970.74
4480, CIGARETTE MANUFACTURING,2008,299102.0
4481," WATCH, CLOCK, AND PART MANUFACTURING",2004,299444.5
4482, DOG AND CAT FOOD MANUFACTURING,2006,299853.69999999995
4483, ALL OTHER NONMETALLIC MINERAL MINING,2001,299985.0
4484, ENVELOPE MANUFACTURING,2000,299997.0
4485, ELECTRONIC CAPACITOR MANUFACTURING,2002,299998.0
4486," PLASTICS, FOIL, AND COATED PAPER BAG MANUFACTURING",2001,300000.0
4487, UPHOLSTERED HOUSEHOLD FURNITURE MANUFACTURING,2000,300000.0
4488, LUGGAGE MANUFACTURING,2002,300000.0
4489, OTHER DIRECT SELLING ESTABLISHMENTS,2002,300001.0
4490, OTHER ELECTRONIC PARTS AND EQUIPMENT WHOLESALERS,2002,300020.0
4491, RADIO NETWORKS,2004,300680.69
4492, OTHER CHEMICAL AND FERTILIZER MINERAL MINING,2005,300777.69
4493," GIFT, NOVELTY, AND SOUVENIR STORES",2005,301031.15
4494," SCALE AND BALANCE MANUFACTURING (2007), SCALE AND BALANCE (EXCEPT LABORATORY) MANUFACTURING (2002)",2002,301068.0
4495, TIRE DEALERS,2008,301675.55999999994
4496, OTHER NONSCHEDULED AIR TRANSPORTATION,2002,302937.5
4497, MONETARY AUTHORITIES - CENTRAL BANK,2009,303408.74
4498, RECYCLABLE MATERIAL MERCHANT WHOLESALERS,2002,303663.0
4499, SUPPORT ACTIVITIES FOR ANIMAL PRODUCTION,2004,303989.25
4500, FLORISTS,2006,304211.38
4501, OTHER ALUMINUM ROLLING AND DRAWING,2004,304520.0
4502," OTHER AQUACULTURE (2007), OTHER ANIMAL AQUACULTURE (2002)",2005,304544.97000000003
4503, OTHER MISCELLANEOUS NONDURABLE GOODS WHOLESALERS,2008,304829.36
4504, FUR-BEARING ANIMAL AND RABBIT PRODUCTION,2009,305203.36
4505, OTHER SOUND RECORDING INDUSTRIES,2008,305636.69
4506, TOBACCO STEMMING AND REDRYING,2004,306000.0
4507, GLASS CONTAINER MANUFACTURING,2007,306070.39
4508, GOLF COURSES AND COUNTRY CLUBS,2007,306338.85
4509, GRANTMAKING FOUNDATIONS,2009,306517.44
4510, PLASTICS MATERIALS AND BASIC FORMS AND SHAPES MERCHANT WHOLESALERS,2005,308127.48
4511, PLASTICS AND RUBBER INDUSTRY MACHINERY MANUFACTURING,2005,308830.11
4512, ELECTRONIC AUCTIONS,2005,309306.0
4513, POLYSTYRENE FOAM PRODUCT MANUFACTURING,2000,309500.0
4514, FLUID POWER PUMP AND MOTOR MANUFACTURING,2005,309518.06
4515, PAPERBOARD MILLS,2009,309703.89
4516, INTEGRATED RECORD PRODUCTION/DISTRIBUTION,2007,309847.96
4517, RADIO NETWORKS,2007,310250.0
4518, DIRECT TITLE INSURANCE CARRIERS,2006,310698.49
4519," WOMEN'S, CHILDREN'S, AND INFANTS' CLOTHING AND ACCESSORIES MERCHANT WHOLESALERS",2009,311296.05999999994
4520, SECURITIES AND COMMODITY EXCHANGES,2005,311737.24000000005
4521, OPTICAL GOODS STORES,2002,312000.0
4522," CUT STOCK, RESAWING LUMBER, AND PLANING",2008,312010.09
4523," WOMEN'S, CHILDREN'S, AND INFANTS' CLOTHING AND ACCESSORIES MERCHANT WHOLESALERS",2006,312817.77
4524, OTHER PRESSED AND BLOWN GLASS AND GLASSWARE MANUFACTURING,2005,312925.97000000003
4525, PIPELINE TRANSPORTATION OF NATURAL GAS,2001,313000.0
4526, INDUSTRIAL DESIGN SERVICES,2005,313043.33999999997
4527," CORPORATE, SUBSIDIARY, AND REGIONAL MANAGING OFFICES",2008,313251.88
4528, LESSORS OF NONFINANCIAL INTANGIBLE ASSETS (EXCEPT COPYRIGHTED WORKS),2009,313730.23
4529, RETAIL BAKERIES,2006,314077.29000000004
4530, IRON AND STEEL PIPE AND TUBE MANUFACTURING FROM PURCHASED STEEL,2004,314326.33
4531, MOTOR VEHICLE BRAKE SYSTEM MANUFACTURING,2006,314443.82
4532, CONVENTION AND VISITORS BUREAUS,2006,315357.62
4533, CUSTOM COMPOUNDING OF PURCHASED RESINS,2009,315683.55
4534, JEWELRY (EXCEPT COSTUME) MANUFACTURING,2002,315750.0
4535, INTEGRATED RECORD PRODUCTION/DISTRIBUTION,2009,316144.86
4536, RADIO STATIONS,2008,316496.73
4537, FOOTWEAR AND LEATHER GOODS REPAIR,2006,316731.0
4538, FURNITURE WHOLESALERS,2008,317689.05
4539," MAYONNAISE, DRESSING, AND OTHER PREPARED SAUCE MANUFACTURING",2006,317863.27
4540, OTHER NONSCHEDULED AIR TRANSPORTATION,2003,318346.74
4541," SCENIC AND SIGHTSEEING TRANSPORTATION, LAND",2006,318575.07
4542, GYPSUM PRODUCT MANUFACTURING,2006,319106.17
4543, MARINAS,2006,319175.77999999997
4544, COMMERCIAL LITHOGRAPHIC PRINTING,2004,319282.44
4545, BUSINESS AND SECRETARIAL SCHOOLS,2004,319861.0
4546, OTHER KNIT FABRIC AND LACE MILLS,2009,321488.66000000003
4547, OFFICES OF CHIROPRACTORS,2008,321895.36
4548, ALL OTHER PETROLEUM AND COAL PRODUCTS MANUFACTURING,2003,321900.0
4549, BROILERS AND OTHER MEAT TYPE CHICKEN PRODUCTION,2008,322158.9
4550, SOFTWOOD VENEER AND PLYWOOD MANUFACTURING,2004,322280.25
4551, DAIRY PRODUCT (EXCEPT DRIED OR CANNED) WHOLESALERS,2005,322501.29
4552, VOCATIONAL REHABILITATION SERVICES,2002,322741.92000000004
4553, FARM LABOR CONTRACTORS AND CREW LEADERS,2009,323401.89999999997
4554," JEWELRY, WATCH, PRECIOUS STONE, AND PRECIOUS METAL WHOLESALERS",2001,324100.0
4555," PAINT, VARNISH, AND SUPPLIES MERCHANT WHOLESALERS",2005,324414.08
4556, HARDWARE MANUFACTURING,2001,324504.29000000004
4557," VITREOUS CHINA, FINE EARTHENWARE, AND OTHER POTTERY PRODUCT MANUFACTURING",2006,324904.43999999994
4558, PETROLEUM LUBRICATING OIL AND GREASE MANUFACTURING,2004,324983.55
4559, POWER AND COMMUNICATION TRANSMISSION LINE CONSTRUCTION,2004,324990.19
4560, NEWS DEALERS AND NEWSSTANDS,2007,324994.7
4561," ELECTROPLATING, PLATING, POLISHING, ANODIZING, AND COLORING",2004,325930.16000000003
4562, TAXI SERVICE,2000,326029.0
4563, SPRING (HEAVY GAUGE) MANUFACTURING,2003,326673.0
4564, OTHER METALWORKING MACHINERY MANUFACTURING,2004,326740.37000000005
4565, CREDIT UNIONS,2009,326946.47
4566, PLUMBING FIXTURE FITTING AND TRIM MANUFACTURING,2004,328365.23
4567, FLOOR LAYING AND OTHER FLOOR CONTRACTORS,2004,329363.12
4568, RECREATIONAL GOODS RENTAL,2005,329695.73000000004
4569, INDUSTRIAL NONBUILDING STRUCTURE CONSTRUCTION,2001,330000.0
4570, MANUFACTURED (MOBILE) HOME DEALERS,2008,330910.04
4571, WOOD WINDOW AND DOOR MANUFACTURING,2005,332750.0
4572, SHOE STORES,2006,333610.59
4573, INORGANIC DYE AND PIGMENT MANUFACTURING,2004,333782.0
4574, ROLLING MILL MACHINERY AND EQUIPMENT MANUFACTURING,2009,334272.39
4575," COMMERCIAL LAUNDRY, DRYCLEANING, AND PRESSING MACHINE MANUFACTURING",2005,334390.27999999997
4576, CONVEYOR AND CONVEYING EQUIPMENT MANUFACTURING,2005,334489.61
4577, REUPHOLSTERY AND FURNITURE REPAIR,2005,335532.1
4578, COSMETOLOGY AND BARBER SCHOOLS,2005,336039.0
4579, SOYBEAN PROCESSING,2008,336081.39
4580, SPORTS TEAMS AND CLUBS,2008,336094.0
4581, OTHER DEPOSITORY CREDIT INTERMEDIATION,2004,336378.69
4582, VENDING MACHINE OPERATORS,2004,336563.44
4583, PHOSPHATIC FERTILIZER MANUFACTURING,2004,336771.43
4584, REUPHOLSTERY AND FURNITURE REPAIR,2004,337314.28
4585, GLASS AND GLAZING CONTRACTORS,2005,338137.3300000001
4586, OPHTHALMIC GOODS WHOLESALERS,2008,338160.53
4587, WOOD PRESERVATION,2004,339761.4
4588, POWER AND COMMUNICATION TRANSMISSION LINE CONSTRUCTION,2006,340026.19
4589, ZOOS AND BOTANICAL GARDENS,2008,340099.0
4590, ENAMELED IRON AND METAL SANITARY WARE MANUFACTURING,2003,340986.0
4591, MULTIFAMILY HOUSING CONSTRUCTION,2003,341247.0
4592, COSMETOLOGY AND BARBER SCHOOLS,2006,341258.16000000003
4593, DENTAL LABORATORIES,2005,341428.76
4594, SHEET METAL WORK MANUFACTURING,2004,341432.19
4595, WOMEN'S AND GIRLS' CUT AND SEW BLOUSE AND SHIRT MANUFACTURING,2009,341937.73
4596, SCHIFFLI MACHINE EMBROIDERY,2004,342450.0
4597, INLAND WATER PASSENGER TRANSPORTATION,2008,342623.4
4598, PLASTICS PACKAGING FILM AND SHEET (INCLUDING LAMINATED) MANUFACTURING,2008,342736.82
4599, COMMERCIAL SCREEN PRINTING,2008,342931.69000000006
4600, AMERICAN INDIAN AND ALASKA NATIVE TRIBAL GOVERNMENTS,2008,343106.48
4601, REFRIGERATION EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS,2004,343311.05000000005
4602, OTHER FINANCIAL VEHICLES,2008,343699.0
4603, OTHER URBAN TRANSIT SYSTEMS,2008,344150.0
4604, MISCELLANEOUS INTERMEDIATION,2003,344496.0
4605, MUSEUMS,2002,344775.0
4606, ALKALIES AND CHLORINE MANUFACTURING,2003,344842.0
4607, GOLD ORE MINING,2006,345508.0
4608, MEAT AND MEAT PRODUCT WHOLESALERS,2004,345556.35000000003
4609, SPORTING AND RECREATIONAL GOODS AND SUPPLIES WHOLESALERS,2005,345699.54000000004
4610, ALL OTHER TRAVEL ARRANGEMENT AND RESERVATION SERVICES,2002,345750.0
4611, EXAM PREPARATION AND TUTORING,2004,345947.63
4612, DIMENSION STONE MINING AND QUARRYING,2008,346093.0
