,naics_code,fiscal_year,base_and_all_options_value
10718, SIGN MANUFACTURING,2009,69530216.7099998
10719, LESSORS OF RESIDENTIAL BUILDINGS AND DWELLINGS,2005,69600888.52
10720, COMPUTER TRAINING,2008,69683004.1
10721, OFFICE MACHINERY AND EQUIPMENT RENTAL AND LEASING,2008,69744907.47999997
10722, OTHER BUILDING FINISHING CONTRACTORS,2007,69807580.77000003
10723, NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),2002,69886549.56
10724, SWITCHGEAR AND SWITCHBOARD APPARATUS MANUFACTURING,2006,69915359.66000001
10725," FINANCIAL TRANSACTIONS PROCESSING, RESERVE, AND CLEARINGHOUSE ACTIVITIES",2009,69949538.48999998
10726, BOTTLED WATER MANUFACTURING,2006,70078780.04
10727, ADVERTISING AGENCIES,2004,70091769.22
10728, COMPUTER AND OFFICE MACHINE REPAIR AND MAINTENANCE,2003,70123842.37999998
10729, CONSTRUCTION SAND AND GRAVEL MINING,2007,70140896.04999998
10730," CONSTRUCTION, MINING, AND FORESTRY MACHINERY AND EQUIPMENT RENTAL AND LEASING",2009,70147473.46000004
10731, DIRECT MAIL ADVERTISING,2007,70287567.92
10732, DAIRY PRODUCT (EXCEPT DRIED OR CANNED) MERCHANT WHOLESALERS,2007,70313759.72999999
10733," COPPER ROLLING, DRAWING, AND EXTRUDING",2009,70427630.91
10734, PRINTING INK MANUFACTURING,2005,70526705.33999999
10735, GUIDED MISSILE AND SPACE VEHICLE PROPULSION UNIT AND PROPULSION UNIT PARTS MANUFACTURING,2006,70650717.41
10736," PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS",2006,70742058.34999998
10737, FREIGHT TRANSPORTATION ARRANGEMENT,2006,70795102.08999999
10738, ALL OTHER MISCELLANEOUS ELECTRICAL EQUIPMENT AND COMPONENT MANUFACTURING,2008,70860747.30000001
10739, ALL OTHER INDUSTRIAL MACHINERY MANUFACTURING,2001,70881053.0
10740, OTHER SERVICES TO BUILDINGS AND DWELLINGS,2008,70884905.10999997
10741, AUDIO AND VIDEO EQUIPMENT MANUFACTURING,2009,70971503.64999998
10742, OTHER SNACK FOOD MANUFACTURING,2009,71034245.11999999
10743, OFFICES OF MENTAL HEALTH PRACTITIONERS (EXCEPT PHYSICIANS),2007,71152176.67
10744, PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING,2004,71227591.5
10745, MEN'S FOOTWEAR (EXCEPT ATHLETIC) MANUFACTURING,2009,71357365.90999998
10746, PASSENGER CAR RENTAL,2007,71455197.82999998
10747, FLOORING CONTRACTORS,2007,71489785.59
10748, MOTOR VEHICLE STEERING AND SUSPENSION COMPONENTS (EXCEPT SPRING) MANUFACTURING,2007,71499573.94
10749, OTHER TELECOMMUNICATIONS,2004,71523885.57000001
10750, SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,2001,71567783.31999998
10751, IN-VITRO DIAGNOSTIC SUBSTANCE MANUFACTURING,2006,71660387.83000004
10752," COPPER ROLLING, DRAWING, AND EXTRUDING",2004,72031391.75999999
10753," COPPER ROLLING, DRAWING, AND EXTRUDING",2005,72158523.87
10754, INDUSTRIAL LAUNDERERS,2007,72190191.72000001
10755, HEAVY DUTY TRUCK MANUFACTURING,2005,72254304.31
10756, ALL OTHER MOTOR VEHICLE PARTS MANUFACTURING,2002,72291400.0
10757, HOME HEALTH CARE SERVICES,2006,72465643.76000021
10758, WIRED TELECOMMUNICATIONS CARRIERS,2004,72494569.31000005
10759, GRAIN AND FIELD BEAN MERCHANT WHOLESALERS,2008,72550615.39
10760, OTHER FABRICATED WIRE PRODUCT MANUFACTURING,2007,72581973.64000002
10761, LANDSCAPING SERVICES,2003,72657770.28
10762, ALL OTHER MISCELLANEOUS FABRICATED METAL PRODUCT MANUFACTURING,2003,72681665.51
10763, SUPPORT ACTIVITIES FOR FORESTRY,2008,72765726.01999998
10764, OTHER NONSCHEDULED AIR TRANSPORTATION,2009,72773346.98
10765, SEWAGE TREATMENT FACILITIES,2005,72811035.83000003
10766, PRINTING MACHINERY AND EQUIPMENT MANUFACTURING,2005,72903226.97000003
10767, INTERNATIONAL AFFAIRS,2006,72918667.39
10768, STORAGE BATTERY MANUFACTURING,2009,72948527.92000003
10769," INDUSTRIAL TRUCK, TRACTOR, TRAILER, AND STACKER MACHINERY MANUFACTURING",2006,73056970.86000001
10770, PHOTOGRAPHIC AND PHOTOCOPYING EQUIPMENT MANUFACTURING,2006,73145257.00000004
10771, COMMUNICATION EQUIPMENT REPAIR AND MAINTENANCE,2005,73167072.24999997
10772," HUMAN RESOURCES CONSULTING SERVICES (2007), HUMAN RESOURCES AND EXECUTIVE SEARCH CONSULTING SERVICES (2002)",2008,73205915.32999998
10773, TEMPORARY HELP SERVICES,2002,73294696.92
10774," FROZEN FRUIT, JUICE, AND VEGETABLE MANUFACTURING",2006,73351099.14
10775, LANDSCAPING SERVICES,2005,73400120.55
10776, FARM SUPPLIES MERCHANT WHOLESALERS,2007,73491137.97000003
10777, MEDICINAL AND BOTANICAL MANUFACTURING,2009,73537152.10000001
10778, COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,2008,73835662.38
10779," ELECTRICAL APPARATUS AND EQUIPMENT, WIRING SUPPLIES, AND RELATED EQUIPMENT MERCHANT  WHOLESALERS",2006,73882028.94999996
10780, SPORTING AND ATHLETIC GOODS MANUFACTURING,2006,73970003.9
10781, AMMUNITION (EXCEPT SMALL ARMS) MANUFACTURING,2006,74251529.05000004
10782, MARKETING CONSULTING SERVICES,2006,74274767.92999996
10783, SOYBEAN PROCESSING,2006,74316074.5
10784, INTERNET SERVICE PROVIDERS,2007,74548381.72999997
10785, PLATE WORK MANUFACTURING,2007,74579827.99999997
10786, COMPUTER AND COMPUTER PERIPHERAL EQUIPMENT AND SOFTWARE WHOLESALERS,2007,74585996.03
10787, POWER AND COMMUNICATION LINE AND RELATED STRUCTURES CONSTRUCTION,2008,74645216.37000002
10788, FRESH FRUIT AND VEGETABLE MERCHANT WHOLESALERS,2006,74692632.47999999
10789, OTHER COMPUTER PERIPHERAL EQUIPMENT MANUFACTURING,2004,74838614.44
10790," CONSTRUCTION, MINING, AND FORESTRY MACHINERY AND EQUIPMENT RENTAL AND LEASING",2006,74875841.31000002
10791, OFFICE FURNITURE (EXCEPT WOOD) MANUFACTURING,2002,74929829.34999998
10792, ALL OTHER MISCELLANEOUS FOOD MANUFACTURING,2009,74964906.31999998
10793, COMMERCIAL AND INDUSTRIAL MACHINERY AND EQUIPMENT (EXCEPT AUTOMOTIVE AND ELECTRONIC) REPAIR AND MAINTENANCE,2003,75080427.62999998
10794, GENERAL WAREHOUSING AND STORAGE,2005,75097042.95
10795, AUTOMOBILE DRIVING SCHOOLS,2005,75137602.5
10796, GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING,2005,75213302.0
10797, LOCAL MESSENGERS AND LOCAL DELIVERY,2008,75246312.18
10798," GASKET, PACKING, AND SEALING DEVICE MANUFACTURING",2002,75263136.0
10799, ELECTRIC BULK POWER TRANSMISSION AND CONTROL,2006,75320718.16
10800, COMPUTER STORAGE DEVICE MANUFACTURING,2009,75502089.95000005
10801, SECURITY GUARDS AND PATROL SERVICES,2002,75531361.57000001
10802, OTHER FARM PRODUCT RAW MATERIAL MERCHANT WHOLESALERS,2007,75555994.19999997
10803, SINGLE FAMILY HOUSING CONSTRUCTION,2004,75609772.03
10804, LESSORS OF RESIDENTIAL BUILDINGS AND DWELLINGS,2009,75846633.04000002
10805, EXTERMINATING AND PEST CONTROL SERVICES,2005,75915219.89
10806, GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING,2006,75933894.0
10807, BOTTLED WATER MANUFACTURING,2007,75957610.0
10808, PLASTICS PACKAGING FILM AND SHEET (INCLUDING LAMINATED) MANUFACTURING,2006,76002421.57
10809, PUBLIC RELATIONS AGENCIES,2004,76110556.89999999
10810, TRANSLATION AND INTERPRETATION SERVICES,2005,76156119.95000005
10811, INTERIOR DESIGN SERVICES,2006,76295629.51000008
10812, UNLAMINATED PLASTICS PROFILE SHAPE MANUFACTURING,2009,76362567.13000001
10813, INTERNATIONAL AFFAIRS,2009,76447508.73999998
10814, SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,2000,76645411.41
10815, INDUSTRIAL LAUNDERERS,2009,76725086.66
10816, FLUID POWER VALVE AND HOSE FITTING MANUFACTURING,2009,76836343.48
10817, OTHER MOTOR VEHICLE ELECTRICAL AND ELECTRONIC EQUIPMENT MANUFACTURING,2009,76892450.61
10818, TIRE MANUFACTURING (EXCEPT RETREADING),2009,76999735.35000001
10819, STEAM AND AIR-CONDITIONING SUPPLY,2009,77000008.73999998
10820, POURED CONCRETE FOUNDATION AND STRUCTURE CONTRACTORS,2007,77028341.12
10821, SPORTING AND RECREATIONAL GOODS AND SUPPLIES MERCHANT WHOLESALERS,2007,77071116.74000001
10822, FLUID MILK MANUFACTURING,2009,77112619.58
10823, OTHER ACTIVITIES RELATED TO REAL ESTATE,2006,77161664.46000001
10824, OTHER INDIVIDUAL AND FAMILY SERVICES,2006,77173809.39999999
10825, ALL OTHER CUT AND SEW APPAREL MANUFACTURING,2007,77213226.63
10826, SEPTIC TANK AND RELATED SERVICES,2007,77343984.14999998
10827, DENTAL EQUIPMENT AND SUPPLIES MANUFACTURING,2009,77540351.68000016
10828, DENTAL EQUIPMENT AND SUPPLIES MANUFACTURING,2006,77566804.45999981
10829, PARKING LOTS AND GARAGES,2009,77709098.79000002
10830, COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,2002,77722200.23000002
10831, OFFICES OF CERTIFIED PUBLIC ACCOUNTANTS,2005,77842126.11999997
10832, TRANSLATION AND INTERPRETATION SERVICES,2008,77847705.94000001
10833, ALL OTHER SPECIALTY TRADE CONTRACTORS,2003,77905443.08999999
10834, COMPUTER AND COMPUTER PERIPHERAL EQUIPMENT AND SOFTWARE WHOLESALERS,2005,77940552.1
10835, OFFICE EQUIPMENT MERCHANT WHOLESALERS,2007,77998220.3599999
10836, FURNITURE MERCHANT WHOLESALERS,2009,78000326.29999995
10837, THIRD PARTY ADMINISTRATION OF INSURANCE AND PENSION FUNDS,2009,78048836.07000001
10838," COMMERCIAL AIR, RAIL, AND WATER TRANSPORTATION EQUIPMENT RENTAL AND LEASING",2007,78064624.77
10839, CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,2007,78131728.68
10840, CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,2005,78162795.18999998
10841, SITE PREPARATION CONTRACTORS,2008,78186270.83000003
10842, CANVAS AND RELATED PRODUCT MILLS,2006,78195931.75999998
10843, AIRCRAFT MANUFACTURING,2002,78259061.41
10844, MOTOR VEHICLE BODY MANUFACTURING,2008,78283863.73
10845, OPTICAL INSTRUMENT AND LENS MANUFACTURING,2003,78383924.06
10846, CURRENT-CARRYING WIRING DEVICE MANUFACTURING,2007,78391262.36000001
10847, OTHER MEASURING AND CONTROLLING DEVICE MANUFACTURING,2005,78443514.71000001
10848, ALL OTHER LEGAL SERVICES,2005,78521675.53999999
10849, ALL OTHER MISCELLANEOUS AMBULATORY HEALTH CARE SERVICES,2008,78718047.73000003
10850, COMMUNICATION EQUIPMENT REPAIR AND MAINTENANCE,2008,78875899.96
10851, PLATE WORK MANUFACTURING,2009,79180540.94999996
10852, ALL OTHER MISCELLANEOUS GENERAL PURPOSE MACHINERY MANUFACTURING,2006,79451101.76000002
10853, OFFICES OF CERTIFIED PUBLIC ACCOUNTANTS,2003,79556476.10000001
10854, LIGHT TRUCK AND UTILITY VEHICLE MANUFACTURING,2004,79619740.24999999
10855, OTHER PROFESSIONAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS,2009,79794629.32000005
10856, DENTAL EQUIPMENT AND SUPPLIES MANUFACTURING,2007,79930085.58000003
10857, WATER AND SEWER LINE AND RELATED STRUCTURES CONSTRUCTION,2005,79947110.65000004
10858, SPORTING GOODS STORES,2006,79950610.32000001
10859, TELEPHONE ANSWERING SERVICES,2009,80300689.89000003
10860, OFFICE SUPPLIES AND STATIONERY STORES,2002,80307160.89
10861, ALL OTHER LEGAL SERVICES,2004,80546860.4
10862," SMALL ARMS, ORDNANCE, AND ORDNANCE ACCESSORIES MANUFACTURING",2003,80691055.0
10863, TELEPHONE APPARATUS MANUFACTURING,2004,81083841.56000006
10864, HOME HEALTH CARE SERVICES,2007,81162581.38999999
10865, FRUIT AND VEGETABLE CANNING,2008,81178531.76
10866, PAPER (EXCEPT NEWSPRINT) MILLS,2007,81243511.98000015
10867," ROOFING, SIDING, AND SHEET METAL CONTRACTORS",2002,81663826.0
10868, ,2004,81680185.91000001
10869, PLASTICS PIPE AND PIPE FITTING MANUFACTURING,2006,81791548.35999997
10870, OTHER WASTE COLLECTION,2006,81830506.51999997
10871," PLASTICS, FOIL, AND COATED PAPER BAG MANUFACTURING",2007,81892518.55
10872," GASKET, PACKING, AND SEALING DEVICE MANUFACTURING",2003,82361762.82
10873, NEW MULTIFAMILY HOUSING CONSTRUCTION (EXCEPT FOR-SALE BUILDERS),2007,82403734.9
10874, INSTRUMENT MANUFACTURING FOR MEASURING AND TESTING ELECTRICITY AND ELECTRICAL SIGNALS,2008,82494724.31999998
10875, PLASTICS PIPE AND PIPE FITTING MANUFACTURING,2009,82578684.35999995
10876, BOOK PUBLISHERS,2007,82584366.97000004
10877," GENERAL FREIGHT TRUCKING, LONG-DISTANCE, TRUCKLOAD",2006,82655162.33000001
10878, AIRCRAFT MANUFACTURING,2003,82839357.5
10879," PROCESS, PHYSICAL DISTRIBUTION, AND LOGISTICS CONSULTING SERVICES",2004,82953094.73000002
10880, RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,2003,83022958.70999998
10881, OTHER ACTIVITIES RELATED TO REAL ESTATE,2009,83198322.40000004
10882," PROCESS, PHYSICAL DISTRIBUTION, AND LOGISTICS CONSULTING SERVICES",2003,83200820.43000002
10883, INSTITUTIONAL FURNITURE MANUFACTURING,2007,83262546.30999997
10884, OTHER COMMERCIAL AND INDUSTRIAL MACHINERY AND EQUIPMENT RENTAL AND LEASING,2009,83694099.94999996
10885, SEWAGE TREATMENT FACILITIES,2009,83701179.15999998
10886, SPACE RESEARCH AND TECHNOLOGY,2007,83745895.92000003
10887, TELEPHONE APPARATUS MANUFACTURING,2005,83830929.7500003
10888, OTHER NONSCHEDULED AIR TRANSPORTATION,2007,83889126.72
10889, MEN'S AND BOYS' CUT AND SEW OTHER OUTERWEAR MANUFACTURING,2009,83922269.89999998
10890," MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES WHOLESALERS",2004,83943997.06000002
10891," COMMERCIAL, INDUSTRIAL, AND INSTITUTIONAL ELECTRIC LIGHTING FIXTURE MANUFACTURING",2007,83962332.62000006
10892, FACILITIES SUPPORT SERVICES,2000,83971866.55999999
10893, NONUPHOLSTERED WOOD HOUSEHOLD FURNITURE MANUFACTURING,2006,84017314.08999975
10894, PETROLEUM AND PETROLEUM PRODUCTS MERCHANT WHOLESALERS (EXCEPT BULK STATIONS AND TERMINALS),2008,84142007.16999997
10895, NATURAL GAS DISTRIBUTION,2005,84144196.12
10896, PHARMACEUTICAL PREPARATION MANUFACTURING,2004,84173247.52999999
10897, OTHER ELECTRONIC AND PRECISION EQUIPMENT REPAIR AND MAINTENANCE,2005,84323473.27
10898, NAVIGATIONAL SERVICES TO SHIPPING,2007,84433766.1
10899," ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",2001,84503079.28
10900, ALL OTHER MOTOR VEHICLE PARTS MANUFACTURING,2008,84657847.37999997
10901, BUILDING INSPECTION SERVICES,2005,84964742.39000003
10902, ALL OTHER INFORMATION SERVICES,2006,85189643.65999994
10903, PRINTING INK MANUFACTURING,2006,85242713.13000001
10904," OTHER JUSTICE, PUBLIC ORDER, AND SAFETY ACTIVITIES",2003,85820000.0
10905, OFFICE ADMINISTRATIVE SERVICES,2000,85982171.23000002
10906, OTHER ENGINE EQUIPMENT MANUFACTURING,2006,85982693.55000003
10907, MANUFACTURING AND INDUSTRIAL BUILDING CONSTRUCTION,2006,86105881.74000001
10908," NONFERROUS METAL (EXCEPT COPPER AND ALUMINUM) ROLLING, DRAWING, AND EXTRUDING",2008,86273333.52999999
10909, ALL OTHER PUBLISHERS,2007,86357216.39000003
10910," SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",2004,86518193.88
10911," REGULATION AND ADMINISTRATION OF COMMUNICATIONS, ELECTRIC, GAS, AND OTHER UTILITIES",2009,86546178.62000003
10912, SECURITY SYSTEMS SERVICES (EXCEPT LOCKSMITHS),2004,86923687.16000001
10913, ALL OTHER SUPPORT SERVICES,2002,86928859.96999998
10914, COMPUTER SYSTEMS DESIGN SERVICES,2000,87003129.07
10915, LESSORS OF OTHER REAL ESTATE PROPERTY,2008,87180076.96000001
10916, PAPER (EXCEPT NEWSPRINT) MILLS,2006,87270792.02000016
10917, ALL OTHER MISCELLANEOUS SCHOOLS AND INSTRUCTION,2006,87277414.4
10918, OFFICE FURNITURE (EXCEPT WOOD) MANUFACTURING,2003,87321307.37999994
10919, ALL OTHER INFORMATION SERVICES,2005,87343282.86999999
10920, COURT REPORTING AND STENOTYPE SERVICES,2007,87350814.86
10921, OTHER AIRPORT OPERATIONS,2009,87355160.33999996
10922, DATA PROCESSING SERVICES,2005,87364334.99999999
10923, ADMINISTRATION OF PUBLIC HEALTH PROGRAMS,2008,87963956.12
10924, COMPUTER AND COMPUTER PERIPHERAL EQUIPMENT AND SOFTWARE MERCHANT WHOLESALERS,2004,88039835.28000003
10925, CATERERS,2007,88243889.92
10926, SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING,2007,88300988.05
10927, ELECTRIC BULK POWER TRANSMISSION AND CONTROL,2009,88399027.11999999
10928, CONVENTION AND TRADE SHOW ORGANIZERS,2007,88691336.84999998
10929," SPEED CHANGER, INDUSTRIAL HIGH-SPEED DRIVE, AND GEAR MANUFACTURING",2009,89055975.52000003
10930, SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,2004,89058431.24999997
10931, MARINE CARGO HANDLING,2009,89330029.64
10932," FINANCIAL TRANSACTIONS PROCESSING, RESERVE, AND CLEARINGHOUSE ACTIVITIES",2006,89544573.14999999
10933, SCHOOL AND EMPLOYEE BUS TRANSPORTATION,2007,89547923.33999997
10934, BOOK PUBLISHERS,2009,89553858.81000012
10935, ELECTRICAL CONTRACTORS AND OTHER WIRING INSTALLATION CONTRACTORS,2005,89691102.96999992
10936, OFFICES OF DENTISTS,2006,89737599.10000001
10937, TELEPHONE APPARATUS MANUFACTURING,2008,89866015.82999998
10938, ROOFING CONTRACTORS,2008,89873757.03
10939, ALL OTHER INFORMATION SERVICES,2008,90010913.33000001
10940, INTERNATIONAL AFFAIRS,2007,90292345.74999999
10941, ALL OTHER OUTPATIENT CARE CENTERS,2006,90295178.75999996
10942, TITLE ABSTRACT AND SETTLEMENT OFFICES,2009,90400225.97000004
10943, COMPUTER STORAGE DEVICE MANUFACTURING,2006,90822823.5899998
10944, FOSSIL FUEL ELECTRIC POWER GENERATION,2006,90863363.11000001
10945, WOOD OFFICE FURNITURE MANUFACTURING,2009,90910572.89000006
10946, OPHTHALMIC GOODS MANUFACTURING,2007,90937068.77
10947, PERIODICAL PUBLISHERS,2007,91032506.53000006
10948, GRAPHIC DESIGN SERVICES,2007,91253920.64999999
10949, OTHER PROFESSIONAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS,2007,91317815.82
10950, OTHER ELECTRONIC COMPONENT MANUFACTURING,2002,91351239.0
10951," POWER, DISTRIBUTION, AND SPECIALTY TRANSFORMER MANUFACTURING",2009,91359911.86999999
10952, TURBINE AND TURBINE GENERATOR SET UNITS MANUFACTURING,2009,91647204.32000002
10953, DIAGNOSTIC IMAGING CENTERS,2006,91800920.71999994
10954, OTHER WAREHOUSING AND STORAGE,2009,91865347.7
10955, ALL OTHER PLASTICS PRODUCT MANUFACTURING,2009,92130739.65999989
10956, ICE MANUFACTURING,2007,92266893.28
10957, NATURAL GAS DISTRIBUTION,2004,92274656.87
10958, ,2005,92283621.00999998
10959, DOCUMENT PREPARATION SERVICES,2006,92326271.54
10960," DATA PROCESSING, HOSTING, AND RELATED SERVICES",2003,92337038.33000007
10961, OTHER AIRPORT OPERATIONS,2007,92361561.02
10962, CONSTRUCTION MACHINERY MANUFACTURING,2006,92836143.96000002
10963, DOCUMENT PREPARATION SERVICES,2007,92994580.65999998
10964, INDUSTRIAL MACHINERY AND EQUIPMENT MERCHANT WHOLESALERS,2009,93343523.87999992
10965, JANITORIAL SERVICES,2002,93348426.09999998
10966, TEXTILE BAG MILLS,2007,93364110.69
10967, SURGICAL APPLIANCE AND SUPPLIES MANUFACTURING,2008,93394985.50999975
10968, BALL AND ROLLER BEARING MANUFACTURING,2009,93668312.83999999
10969, ALL OTHER OUTPATIENT CARE CENTERS,2005,93868101.82999998
10970, POULTRY PROCESSING,2004,93880862.12000002
10971, GASOLINE ENGINE AND ENGINE PARTS MANUFACTURING,2007,93930896.08999997
10972, FATS AND OILS REFINING AND BLENDING,2004,94065806.33000003
10973, COLLECTION AGENCIES,2005,94250265.83
10974, FATS AND OILS REFINING AND BLENDING,2005,94579543.04000002
10975, ELECTROMEDICAL AND ELECTROTHERAPEUTIC APPARATUS MANUFACTURING,2005,94780015.60000001
10976, ALL OTHER MISCELLANEOUS FABRICATED METAL PRODUCT MANUFACTURING,2004,95380324.30999993
10977, ELECTRIC BULK POWER TRANSMISSION AND CONTROL,2007,95489505.47
10978, GRAIN AND FIELD BEAN MERCHANT WHOLESALERS,2004,95527314.54000004
10979," COMMERCIAL AIR, RAIL, AND WATER TRANSPORTATION EQUIPMENT RENTAL AND LEASING",2009,95578583.38999999
10980, OTHER WAREHOUSING AND STORAGE,2005,95579079.92000003
10981, OTHER COMMERCIAL AND SERVICE INDUSTRY MACHINERY MANUFACTURING,2006,95663723.99000113
10982, GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING,2008,95717260.55
10983, REMEDIATION SERVICES,2002,95745748.0
10984, CARBON PAPER AND INKED RIBBON MANUFACTURING,2003,95986047.75999999
10985, OTHER COMMERCIAL AND INDUSTRIAL MACHINERY AND EQUIPMENT RENTAL AND LEASING,2007,96061045.51
10986, WATER AND SEWER LINE AND RELATED STRUCTURES CONSTRUCTION,2008,96153995.26000004
10987, OIL AND GAS PIPELINE AND RELATED STRUCTURES CONSTRUCTION,2009,96338808.03999998
10988, ADVERTISING AGENCIES,2008,96415056.13999997
10989, COMPUTER AND SOFTWARE STORES,2000,96642617.35
10990, PRINTED CIRCUIT ASSEMBLY (ELECTRONIC ASSEMBLY) MANUFACTURING,2006,96716617.00999998
10991, INDUSTRIAL BUILDING CONSTRUCTION,2005,96856890.46999998
10992," MILITARY ARMORED VEHICLE, TANK, AND TANK COMPONENT MANUFACTURING",2003,96934955.0
10993, LESSORS OF NONRESIDENTIAL BUILDINGS (EXCEPT MINIWAREHOUSES),2003,97085219.79
10994, PHARMACEUTICAL PREPARATION MANUFACTURING,2003,97092898.97
10995, MACHINE TOOL (METAL CUTTING TYPES) MANUFACTURING,2009,97310931.14999998
10996, SOFTWARE PUBLISHERS,2003,97405340.25999999
10997, PUBLIC RELATIONS AGENCIES,2003,97443827.24
10998, BUILDING INSPECTION SERVICES,2007,97815381.48000005
10999," COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",2005,97816805.67999999
11000, OTHER COMMUNICATION AND ENERGY WIRE MANUFACTURING,2007,97846311.66999997
11001, OTHER INDIVIDUAL AND FAMILY SERVICES,2009,97878024.25000003
11002, AMBULANCE SERVICES,2007,97947187.21999997
11003," SPECIALIZED FREIGHT (EXCEPT USED GOODS) TRUCKING, LONG-DISTANCE",2009,98014399.96
11004, ELECTRON TUBE MANUFACTURING,2007,98189096.35
11005, FLUID POWER VALVE AND HOSE FITTING MANUFACTURING,2007,98633603.9
11006, COATED AND LAMINATED PACKAGING PAPER AND PLASTICS FILM MANUFACTURING,2009,98655628.35000002
11007, AMBULANCE SERVICES,2005,98660566.06000003
11008, GENERAL MEDICAL AND SURGICAL HOSPITALS,2003,98983299.57000002
11009, WOOD OFFICE FURNITURE MANUFACTURING,2006,99018040.83999988
11010, DIAGNOSTIC IMAGING CENTERS,2005,99135710.23000006
11011, COMPUTER FACILITIES MANAGEMENT SERVICES,2002,99169968.49
11012, OTHER SERVICES TO BUILDINGS AND DWELLINGS,2005,99202371.21999994
11013, INDUSTRIAL GAS MANUFACTURING,2006,99377908.15999977
11014, FLOUR MILLING,2004,99417623.97999996
11015, OTHER INDIVIDUAL AND FAMILY SERVICES,2007,99460373.38000001
11016, ALL OTHER MISCELLANEOUS GENERAL PURPOSE MACHINERY MANUFACTURING,2008,99733745.5400001
11017, BOAT BUILDING,2006,99835133.60000001
11018, ALL OTHER BUSINESS SUPPORT SERVICES,2004,99847699.23999998
11019," SPECIALIZED FREIGHT (EXCEPT USED GOODS) TRUCKING, LONG-DISTANCE",2003,100075489.0
11020, CANVAS AND RELATED PRODUCT MILLS,2008,100092979.67999999
11021, FATS AND OILS REFINING AND BLENDING,2007,100302898.80000003
11022, SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,2002,100390059.78
11023, ADMINISTRATION OF PUBLIC HEALTH PROGRAMS,2007,100459359.22999997
11024, ALL OTHER MOTOR VEHICLE DEALERS,2009,100927555.71000002
11025, OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS),2003,101136895.33
11026, OTHER COMPUTER PERIPHERAL EQUIPMENT MANUFACTURING,2008,101279531.01000012
11027, ALL OTHER HEAVY CONSTRUCTION,2002,101294231.28
11028, OTHER COMMERCIAL EQUIPMENT MERCHANT WHOLESALERS,2007,101342536.88999999
11029, ANALYTICAL LABORATORY INSTRUMENT MANUFACTURING,2005,101409624.56000008
11030, TURBINE AND TURBINE GENERATOR SET UNITS MANUFACTURING,2003,101592982.0
11031, COURIERS AND EXPRESS DELIVERY SERVICES,2009,101702782.55999985
11032, TEMPORARY HELP SERVICES,2008,101724734.0999999
11033, CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,2009,101851376.69999999
11034, HOTELS (EXCEPT CASINO HOTELS) AND MOTELS,2005,101858465.36000003
11035, ELECTRONIC COMPUTER MANUFACTURING,2002,101861984.57000004
11036," FINANCIAL TRANSACTIONS PROCESSING, RESERVE, AND CLEARINGHOUSE ACTIVITIES",2007,101882174.05
11037, WIRED TELECOMMUNICATIONS CARRIERS,2009,102004525.19000012
11038, PHARMACEUTICAL PREPARATION MANUFACTURING,2002,102122473.74000001
11039, ALL OTHER MISCELLANEOUS AMBULATORY HEALTH CARE SERVICES,2003,102183513.92000002
11040, WIRED TELECOMMUNICATIONS CARRIERS,2004,102338845.8599999
11041, SOFTWARE PUBLISHERS,2004,102825033.24999996
11042, OTHER SERVICES TO BUILDINGS AND DWELLINGS,2009,102856332.06
11043, OTHER COMPUTER PERIPHERAL EQUIPMENT MANUFACTURING,2005,102973918.26999976
11044, HOTELS (EXCEPT CASINO HOTELS) AND MOTELS,2008,102986662.19999987
11045, OTHER ELECTRONIC AND PRECISION EQUIPMENT REPAIR AND MAINTENANCE,2008,103104693.18999995
11046, IRRADIATION APPARATUS MANUFACTURING,2007,103234677.78999998
11047, OTHER SUPPORT ACTIVITIES FOR WATER TRANSPORTATION,2006,103308736.99999997
11048, TELEPHONE ANSWERING SERVICES,2007,103599859.69999999
11049, ALL OTHER BUSINESS SUPPORT SERVICES,2008,103720889.48000006
